sgd_id	gene_id	gene_symbol	gene_name	gene_alias	chr	type
S000005894	YOR367W	SCP1	S. cerevisiae CalPonin		chrXV	ORF
S000005895	YOR368W	RAD17	RADiation sensitive		chrXV	ORF
S000005896	YOR369C	RPS12	Ribosomal Protein of the Small subunit	eS12|ribosomal 40S subunit protein S12|S12|S12e	chrXV	ORF
S000005897	YOR370C	MRS6	Mitochondrial RNA Splicing	GTPase-activating protein MRS6|MSI4	chrXV	ORF
S000005898	YOR371C	GPB1		KRH2	chrXV	ORF
S000005899	YOR372C	NDD1	Nuclear Division Defective		chrXV	ORF
S000005900	YOR373W	NUD1			chrXV	ORF
S000005901	YOR374W	ALD4	ALdehyde Dehydrogenase	ALD7|aldehyde dehydrogenase (NADP(+)) ALD4|ALDH2	chrXV	ORF
S000005902	YOR375C	GDH1	Glutamate DeHydrogenase	DHE4|GDHA|GDH-A|glutamate dehydrogenase (NADP(+)) GDH1|URE1	chrXV	ORF
S000005903	YOR376W				chrXV	ORF
S000005904	YOR377W	ATF1	AcetylTransFerase	alcohol O-acetyltransferase	chrXV	ORF
S000005905	YOR378W	AMF1	AMmonium Facilitator		chrXV	ORF
S000005906	YOR379C				chrXV	ORF
S000005907	YOR380W	RDR1	Repressor of Drug Resistance		chrXV	ORF
S000005908	YOR381W	FRE3	Ferric REductase	ferric-chelate reductase	chrXV	ORF
S000005909	YOR382W	FIT2	Facilitator of Iron Transport		chrXV	ORF
S000005910	YOR383C	FIT3	Facilitator of Iron Transport		chrXV	ORF
S000005911	YOR384W	FRE5	Ferric REductase	putative ferric-chelate reductase	chrXV	ORF
S000005912	YOR385W				chrXV	ORF
S000005913	YOR386W	PHR1	PHotoreactivation Repair deficient	deoxyribodipyrimidine photo-lyase PHR1	chrXV	ORF
S000005914	YOR387C				chrXV	ORF
S000005915	YOR388C	FDH1	Formate DeHydrogenase	formate dehydrogenase (NAD+)	chrXV	ORF
S000005916	YOR389W				chrXV	ORF
S000005917	YOR390W	FEX1		fluoride transporter	chrXV	ORF
S000005918	YOR391C	HSP33	Heat-Shock Protein	glutathione-independent methylglyoxalase family protein	chrXV	ORF
S000005919	YOR392W				chrXV	ORF
S000005920	YOR393W	ERR1	Enolase-Related Repeat	phosphopyruvate hydratase ERR1	chrXV	ORF
S000005921	YOR394W	PAU21	seriPAUperin	seripauperin PAU21	chrXV	ORF
S000005922	YPL001W	HAT1	Histone AcetylTransferase	histone acetyltransferase catalytic subunit HAT1|KAT1	chrXVI	ORF
S000005923	YPL002C	SNF8	Sucrose NonFermenting	ESCRT-II subunit protein SNF8|VPL14|VPS22	chrXVI	ORF
S000005924	YPL003W	ULA1	Ubiquitin-Like protein Activation	ENR2	chrXVI	ORF
S000005925	YPL004C	LSP1	Long chain bases Stimulate Phosphorylation	lipid-binding protein LSP1	chrXVI	ORF
S000005926	YPL005W	AEP3	ATPase ExPression		chrXVI	ORF
S000005927	YPL006W	NCR1	Niemann-pick type C Related	sphingolipid transporter	chrXVI	ORF
S000005928	YPL007C	TFC8	Transcription Factor C	tau 60|transcription factor TFIIIC subunit TFC8	chrXVI	ORF
S000005929	YPL008W	CHL1	CHromosome Loss	CTF1|DNA helicase|LPA9|MCM12	chrXVI	ORF
S000005930	YPL009C	RQC2	Ribosome Quality control Complex	TAE2	chrXVI	ORF
S000005931	YPL010W	RET3	RETrieval from ER	coatomer subunit zeta	chrXVI	ORF
S000005932	YPL011C	TAF3	TATA binding protein-Associated Factor	TAF47|TafII47	chrXVI	ORF
S000005933	YPL012W	RRP12	Ribosomal RNA Processing	mRNA-binding protein RRP12	chrXVI	ORF
S000005934	YPL013C	MRPS16	Mitochondrial Ribosomal Protein, Small subunit	bS16m|mitochondrial 37S ribosomal protein MRPS16	chrXVI	ORF
S000005935	YPL014W	CIP1	Cdk1 Interacting Protein		chrXVI	ORF
S000005936	YPL015C	HST2	Homolog of SIR Two (SIR2)	histone deacetylase HST2	chrXVI	ORF
S000005937	YPL016W	SWI1	SWItching deficient	ADR6|GAM3|LPA1|[SWI(+)]|[SWI+]	chrXVI	ORF
S000005938	YPL017C	IRC15	Increased Recombination Centers		chrXVI	ORF
S000005939	YPL018W	CTF19	Chromosome Transmission Fidelity	MCM18	chrXVI	ORF
S000005940	YPL019C	VTC3	Vacuolar Transporter Chaperone	PHM2|vacuolar transporter chaperone	chrXVI	ORF
S000005941	YPL020C	ULP1	UbL-specific Protease	NIB1|SUMO protease ULP1	chrXVI	ORF
S000005942	YPL021W	ECM23	ExtraCellular Mutant	SRD2	chrXVI	ORF
S000005943	YPL022W	RAD1	RADiation sensitive	LPB9|RAD12|ssDNA endodeoxyribonuclease RAD1	chrXVI	ORF
S000005944	YPL023C	MET12	METhionine requiring	methylenetetrahydrofolate reductase (NAD(P)H) MET12	chrXVI	ORF
S000005945	YPL024W	RMI1	RecQ Mediated genome Instability	NCE4	chrXVI	ORF
S000005946	YPL025C				chrXVI	ORF
S000005947	YPL026C	SKS1	Suppressor Kinase of SNF3	putative serine/threonine protein kinase SKS1|SHA3	chrXVI	ORF
S000005948	YPL027W	SMA1	Spore Membrane Assembly		chrXVI	ORF
S000005949	YPL028W	ERG10	ERGosterol biosynthesis	acetyl-CoA C-acetyltransferase|LPB3|TSM0115	chrXVI	ORF
S000005950	YPL029W	SUV3	SUppressor of Var1	ATP-dependent RNA helicase SUV3|LPB2	chrXVI	ORF
S000005951	YPL030W	TRM44	TRna Methyltransferase	tRNA (uracil) methyltransferase	chrXVI	ORF
S000005952	YPL031C	PHO85	PHOsphate metabolism	cyclin-dependent serine/threonine-protein kinase PHO85|LDB15|phoU	chrXVI	ORF
S000005953	YPL032C	SVL3	Styryl dye Vacuolar Localization		chrXVI	ORF
S000005954	YPL033C	SRL4	Suppressor of Rad53 null Lethality or Suppressor of Rad53 and Lcd1		chrXVI	ORF
S000005955	YPL034W				chrXVI	ORF
S000005956	YPL035C				chrXVI	ORF
S000005957	YPL036W	PMA2	Plasma Membrane ATPase	H(+)-exporting P2-type ATPase PMA2	chrXVI	ORF
S000005958	YPL037C	EGD1	Enhancer of Gal4 DNA binding		chrXVI	ORF
S000005959	YPL038W	MET31	METhionine requiring		chrXVI	ORF
S000005960	YPL039W				chrXVI	ORF
S000005961	YPL040C	ISM1	Isoleucyl tRNA Synthetase of Mitochondria	isoleucine--tRNA ligase ISM1	chrXVI	ORF
S000005962	YPL041C	MRX11	Mitochondrial oRganization of gene eXpression (MIOREX)		chrXVI	ORF
S000005963	YPL042C	SSN3	Suppressor of SNf1	CDK8|cyclin-dependent serine/threonine protein kinase SSN3|GIG2|NUT7|RYE5|SRB10|SSX7|UME5|URR1	chrXVI	ORF
S000005964	YPL043W	NOP4	NucleOlar Protein	mRNA-binding ribosome biosynthesis protein NOP4|NOP77	chrXVI	ORF
S000005965	YPL044C				chrXVI	ORF
S000005966	YPL045W	VPS16	Vacuolar Protein Sorting	CVT15|SVL6|tethering complex subunit VPS16|VAM9|VPT16	chrXVI	ORF
S000005967	YPL046C	ELC1	ELongin C	elongin C	chrXVI	ORF
S000005968	YPL047W	SGF11	SaGa associated Factor 11kDa	SAGA histone acetyltransferase complex subunit SGF11	chrXVI	ORF
S000005969	YPL048W	CAM1	Calcium And Membrane-binding protein	CPBP|TEF3|translation elongation factor EF1B gamma	chrXVI	ORF
S000005970	YPL049C	DIG1	Down-regulator of Invasive Growth	RST1	chrXVI	ORF
S000005971	YPL050C	MNN9	MaNNosyltransferase	mannosyltransferase complex subunit MNN9	chrXVI	ORF
S000005972	YPL051W	ARL3	ADP-Ribosylation factor-Like	Arf family GTPase ARL3	chrXVI	ORF
S000005973	YPL052W	OAZ1	Ornithine decarboxylase AntiZyme	YPL052W-A	chrXVI	ORF
S000005974	YPL053C	KTR6	Kre Two Related	MNN6|putative mannosyltransferase	chrXVI	ORF
S000005975	YPL054W	LEE1			chrXVI	ORF
S000005976	YPL055C	LGE1	LarGE cells		chrXVI	ORF
S000005977	YPL056C	LCL1	Long Chronological Lifespan		chrXVI	ORF
S000005978	YPL057C	SUR1	SUppressor of Rvs161 and rvs167 mutations	BCL21|CSG1|LPE15|mannosylinositol phosphorylceramide synthase catalytic subunit SUR1	chrXVI	ORF
S000005979	YPL058C	PDR12	Pleiotropic Drug Resistance	ATP-binding cassette multidrug transporter PDR12	chrXVI	ORF
S000005980	YPL059W	GRX5	GlutaRedoXin	monothiol glutaredoxin GRX5	chrXVI	ORF
S000005981	YPL060W	MFM1	Mrs2 Function Modulating factor	LPE10	chrXVI	ORF
S000005982	YPL061W	ALD6	ALdehyde Dehydrogenase	ALD1|aldehyde dehydrogenase (NADP(+)) ALD6	chrXVI	ORF
S000005983	YPL062W				chrXVI	ORF
S000005984	YPL063W	TIM50	Translocase of the Inner Mitochondrial membrane	protein translocase subunit TIM50	chrXVI	ORF
S000005985	YPL064C	CWC27	Complexed With Cef1p	putative peptidylprolyl isomerase CWC27	chrXVI	ORF
S000005986	YPL065W	VPS28	Vacuolar Protein Sorting	ESCRT-I subunit protein VPS28|VPL13|VPT28	chrXVI	ORF
S000005987	YPL066W	RGL1	Rho1 GEF Localizing		chrXVI	ORF
S000005988	YPL067C	HTC1	Histidine Triad with Channel		chrXVI	ORF
S000005989	YPL068C				chrXVI	ORF
S000005990	YPL069C	BTS1	Bet Two Suppressor	farnesyltranstransferase	chrXVI	ORF
S000005991	YPL070W	MUK1	coMpUtationally-linked to Kap95	guanine nucleotide exchange factor MUK1	chrXVI	ORF
S000005992	YPL071C				chrXVI	ORF
S000005993	YPL072W	UBP16	UBiquitin-specific Protease	putative ubiquitin-specific protease UBP16	chrXVI	ORF
S000005994	YPL073C				chrXVI	ORF
S000005995	YPL074W	YTA6	Yeast Tat-binding Analog	putative AAA family ATPase YTA6	chrXVI	ORF
S000005996	YPL075W	GCR1	GlyColysis Regulation	LPF10|SIT3|transcription regulator GCR1	chrXVI	ORF
S000005997	YPL076W	GPI2	GlycosylPhosphatidylInositol anchor biosynthesis	GCR4|phosphatidylinositol N-acetylglucosaminyltransferase	chrXVI	ORF
S000005998	YPL077C				chrXVI	ORF
S000005999	YPL078C	ATP4	ATP synthase	F1F0 ATP synthase subunit 4|LPF7	chrXVI	ORF
S000006000	YPL079W	RPL21B	Ribosomal Protein of the Large subunit	eL21|L21B|L21e|ribosomal 60S subunit protein L21B	chrXVI	ORF
S000006001	YPL080C				chrXVI	ORF
S000006002	YPL081W	RPS9A	Ribosomal Protein of the Small subunit	ribosomal 40S subunit protein S9A|rp21|S13|S4|S9A|uS4|YS11	chrXVI	ORF
S000006003	YPL082C	MOT1	Modifier of Transcription	BTAF1|BUR3|DNA-binding ATPase|END10|LPF4	chrXVI	ORF
S000006004	YPL083C	SEN54	Splicing ENdonuclease	tRNA splicing endonuclease subunit SEN54	chrXVI	ORF
S000006005	YPL084W	BRO1	BCK1-like Resistance to Osmotic shock	ASI6|LPF2|NPI3|VPS31	chrXVI	ORF
S000006006	YPL085W	SEC16	SECretory	LPF1	chrXVI	ORF
S000006007	YPL086C	ELP3	ELongator Protein	Elongator subunit ELP3|HPA1|KAT9|KTI8|TOT3	chrXVI	ORF
S000006008	YPL087W	YDC1	Yeast DihydroCeramidase	alkaline dihydroceramidase	chrXVI	ORF
S000006009	YPL088W			aldo-keto reductase superfamily protein	chrXVI	ORF
S000006010	YPL089C	RLM1	Resistance to Lethality of MKK1P386 overexpression		chrXVI	ORF
S000006011	YPL090C	RPS6A	Ribosomal Protein of the Small subunit	eS6|ribosomal 40S subunit protein S6A|rp9|S10A|S6A|S6e|YS4	chrXVI	ORF
S000006012	YPL091W	GLR1	GLutathione Reductase	glutathione-disulfide reductase GLR1|LPG17	chrXVI	ORF
S000006013	YPL092W	SSU1	Sensitive to SUlfite	LPG16	chrXVI	ORF
S000006014	YPL093W	NOG1	NucleOlar G-protein	putative GTPase NOG1	chrXVI	ORF
S000006015	YPL094C	SEC62	SECretory	LPG14|Sec63 complex subunit SEC62	chrXVI	ORF
S000006016	YPL095C	EEB1	Ethyl Ester Biosynthesis	medium-chain fatty acid ethyl ester synthase/esterase	chrXVI	ORF
S000006017	YPL096W	PNG1	Peptide N-Glycanase	peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase	chrXVI	ORF
S000006018	YPL097W	MSY1	Mitochondrial aminoacyl-tRNA Synthetase, tyrosine (Y)	tyrosine--tRNA ligase MSY1	chrXVI	ORF
S000006019	YPL098C	MGR2	Mitochondrial Genome Required		chrXVI	ORF
S000006020	YPL099C	INA17	INner membrane Assembly 17 kDa	AIM43|FMP14	chrXVI	ORF
S000006021	YPL100W	ATG21	AuTophaGy related	HSV1|MAI1	chrXVI	ORF
S000006022	YPL101W	ELP4	ELongator Protein	Elongator subunit ELP4|HAP1|KTI9|TOT7	chrXVI	ORF
S000006023	YPL102C				chrXVI	ORF
S000006024	YPL103C	FMP30	Found in Mitochondrial Proteome	N-acetylphosphatidylethanolamine-hydrolyzing phospholipase D	chrXVI	ORF
S000006025	YPL104W	MSD1	Mitochondrial aminoacyl-tRNA Synthetase, Aspartate (D)	aspartate--tRNA ligase MSD1|LPG5	chrXVI	ORF
S000006026	YPL105C	SYH1	SmY2 Homolog	MYR1	chrXVI	ORF
S000006027	YPL106C	SSE1	Stress Seventy subfamily E	adenyl-nucleotide exchange factor SSE1|LPG3|MSI3	chrXVI	ORF
S000006028	YPL107W	DPC25	Delta-Psi dependent mitochondrial import and Cleavage protein of ~25 kDa		chrXVI	ORF
S000006029	YPL108W				chrXVI	ORF
S000006030	YPL109C	CQD1	CoQ Distribution	MCO76	chrXVI	ORF
S000006031	YPL110C	GDE1	GlycerophosphoDiEsterase	glycerophosphocholine phosphodiesterase	chrXVI	ORF
S000006032	YPL111W	CAR1	Catabolism of ARginine	arginase|cargA|LPH15	chrXVI	ORF
S000006033	YPL112C	PEX25	PEroXisome related		chrXVI	ORF
S000006034	YPL113C			glyoxylate reductase	chrXVI	ORF
S000006035	YPL114W				chrXVI	ORF
S000006036	YPL115C	BEM3	Bud EMergence	GTPase-activating protein BEM3	chrXVI	ORF
S000006037	YPL116W	HOS3	Hda One Similar	histone deacetylase	chrXVI	ORF
S000006038	YPL117C	IDI1	Isopentenyl Diphosphate Isomerase	BOT2|isopentenyl-diphosphate delta-isomerase IDI1|LPH10	chrXVI	ORF
S000006039	YPL118W	MRP51	Mitochondrial Ribosomal Protein	bS1m|mitochondrial 37S ribosomal protein MRP51	chrXVI	ORF
S000006040	YPL119C	DBP1	Dead Box Protein	LPH8|putative DEAD-box ATP-dependent RNA helicase DBP1	chrXVI	ORF
S000006041	YPL120W	VPS30	Vacuolar Protein Sorting	APG6|ATG6|beclin 1|VPT30	chrXVI	ORF
S000006042	YPL121C	MEI5	MEIosis	LPH6	chrXVI	ORF
S000006043	YPL122C	TFB2	Transcription Factor B	TFIIH/NER complex subunit TFB2	chrXVI	ORF
S000006044	YPL123C	RNY1	RiboNuclease from Yeast	ribonuclease T2	chrXVI	ORF
S000006045	YPL124W	SPC29	Spindle Pole Component	LPH3|NIP29	chrXVI	ORF
S000006046	YPL125W	KAP120	KAryoPherin	LPH2	chrXVI	ORF
S000006047	YPL126W	NAN1	Net1 Associated Nuclear protein	UTP17	chrXVI	ORF
S000006048	YPL127C	HHO1	Histone H One	histone H1	chrXVI	ORF
S000006049	YPL128C	TBF1	TTAGGG repeat-Binding Factor	LPI16	chrXVI	ORF
S000006050	YPL129W	TAF14	TATA binding protein-Associated Factor	ANC1|SWP29|TAF30|TafII30|TATA-binding protein-associated factor TAF14|TFG3	chrXVI	ORF
S000006051	YPL130W	SPO19	SPOrulation		chrXVI	ORF
S000006052	YPL131W	RPL5	Ribosomal Protein of the Large subunit	L18|L1a|L5|LPI14|ribosomal 60S subunit protein L5|RPL1|uL18|YL3	chrXVI	ORF
S000006053	YPL132W	COX11	Cytochrome c OXidase	LPI13|PSO7	chrXVI	ORF
S000006054	YPL133C	RDS2	Regulator of Drug Sensitivity	gluconeogenesis transcription factor RDS2	chrXVI	ORF
S000006055	YPL134C	ODC1	OxoDicarboxylate Carrier	mitochondrial 2-oxodicarboxylate carrier	chrXVI	ORF
S000006056	YPL135W	ISU1	IScU homolog	iron-binding protein ISU1|NUA1	chrXVI	ORF
S000006057	YPL136W				chrXVI	ORF
S000006058	YPL137C	GIP3	Glc7 Interacting Protein	protein phosphatase regulator GIP3	chrXVI	ORF
S000006059	YPL138C	SPP1	Set1c, Phd finger Protein	CPS40|SAF41	chrXVI	ORF
S000006060	YPL139C	UME1	Unscheduled Meiotic gene Expression	WTM3	chrXVI	ORF
S000006061	YPL140C	MKK2	Mitogen-activated Kinase Kinase	LPI6|putative mitogen-activated protein kinase kinase MKK2|SSP33	chrXVI	ORF
S000006062	YPL141C	FRK1	Fatty acyl-CoA synthetase and RNA processing-associated Kinase	protein kinase FRK1	chrXVI	ORF
S000006063	YPL142C				chrXVI	ORF
S000006064	YPL143W	RPL33A	Ribosomal Protein of the Large subunit	eL33|GCD17|L33A|L33e|l37A|ribosomal 60S subunit protein L33A|rp47|RPL37A|YL37	chrXVI	ORF
S000006065	YPL144W	POC4	PrOteasome Chaperone	DMP1|PBA4	chrXVI	ORF
S000006066	YPL145C	KES1	KrE11-1 Suppressor	BSR3|LPI3|OSH4|oxysterol-binding protein KES1	chrXVI	ORF
S000006067	YPL146C	NOP53	NucleOlar Protein	RRP16	chrXVI	ORF
S000006068	YPL147W	PXA1	PeroXisomal ABC-transporter	ATP-binding cassette long-chain fatty acid transporter PXA1|LPI1|PAL1|PAT2|SSH2	chrXVI	ORF
S000006069	YPL148C	PPT2	Phosphopantetheine:Protein Transferase	holo-[acyl-carrier-protein] synthase	chrXVI	ORF
S000006070	YPL149W	ATG5	AuTophaGy related	APG5	chrXVI	ORF
S000006071	YPL150W			non-specific serine/threonine protein kinase	chrXVI	ORF
S000006072	YPL151C	PRP46	Pre-mRNA Processing	mRNA splicing protein PRP46|NTC50	chrXVI	ORF
S000006073	YPL152W	RRD2	Resistant to Rapamycin Deletion	peptidylprolyl isomerase RRD2|YPA2	chrXVI	ORF
S000006074	YPL153C	RAD53	RADiation sensitive	LSD1|MEC2|serine/threonine/tyrosine protein kinase RAD53|SPK1	chrXVI	ORF
S000006075	YPL154C	PEP4	carboxyPEPtidase Y-deficient	PHO9|PRA1|proteinase A|yscA	chrXVI	ORF
S000006076	YPL155C	KIP2	KInesin related Protein		chrXVI	ORF
S000006077	YPL156C	PRM4	Pheromone-Regulated Membrane protein	pheromone-regulated protein PRM4	chrXVI	ORF
S000006078	YPL157W	TGS1	TrimethylGuanosine Synthase	RNA methyltransferase	chrXVI	ORF
S000006079	YPL158C	AIM44	Altered Inheritance rate of Mitochondria	GPS1	chrXVI	ORF
S000006080	YPL159C	PET20	PETite colonies		chrXVI	ORF
S000006081	YPL160W	CDC60	Cell Division Cycle	leucine--tRNA ligase CDC60|LeuRS	chrXVI	ORF
S000006082	YPL161C	BEM4	Bud EMergence	ROM7	chrXVI	ORF
S000006083	YPL162C				chrXVI	ORF
S000006084	YPL163C	SVS1	Suppressor of Vanadate Sensitivity		chrXVI	ORF
S000006085	YPL164C	MLH3	MutL Homolog	mismatch repair protein MLH3	chrXVI	ORF
S000006086	YPL165C	SET6	SET domain-containing		chrXVI	ORF
S000006087	YPL166W	ATG29	AuTophaGy related		chrXVI	ORF
S000006088	YPL167C	REV3	REVersionless	DNA-directed DNA polymerase|PSO1	chrXVI	ORF
S000006089	YPL168W	MRX4	Mitochondrial oRganization of gene eXpression (MIOREX)		chrXVI	ORF
S000006090	YPL169C	MEX67	Messenger RNA EXport factor of 67 kDa		chrXVI	ORF
S000006091	YPL170W	DAP1	DAmage resistance Protein		chrXVI	ORF
S000006092	YPL171C	OYE3	Old Yellow Enzyme	NADPH dehydrogenase|ZRG6	chrXVI	ORF
S000006093	YPL172C	COX10	Cytochrome c OXidase	protoheme IX farnesyltransferase	chrXVI	ORF
S000006094	YPL173W	MRPL40	Mitochondrial Ribosomal Protein, Large subunit	mitochondrial 54S ribosomal protein YmL40|uL24m|YmL40	chrXVI	ORF
S000006095	YPL174C	NIP100	Nuclear ImPort	PAC13	chrXVI	ORF
S000006096	YPL175W	SPT14	SuPpressor of Ty	CWH6|GPI3|phosphatidylinositol N-acetylglucosaminyltransferase SPT14	chrXVI	ORF
S000006097	YPL176C	TRE1	Transferrin REceptor like		chrXVI	ORF
S000006098	YPL177C	CUP9			chrXVI	ORF
S000006099	YPL178W	CBC2	Cap Binding Complex	CBP20|MUD13|nuclear cap-binding protein subunit CBC2|SAE1	chrXVI	ORF
S000006100	YPL179W	PPQ1	Protein Phosphatase Q	protein-serine/threonine phosphatase|SAL6	chrXVI	ORF
S000006101	YPL180W	TCO89	Tor Complex One		chrXVI	ORF
S000006102	YPL181W	CTI6	Cyc8-Tup1 Interacting protein	RXT1	chrXVI	ORF
S000006103	YPL182C				chrXVI	ORF
S000006104	YPL183C	RTT10	Regulator of Ty1 Transposition	ERE2|TRM734	chrXVI	ORF
S000006105	YPL184C	MRN1	Multicopy supressor of rsc nhp6	PTR69	chrXVI	ORF
S000006106	YPL185W				chrXVI	ORF
S000006107	YPL186C	UIP4	Ulp1 Interacting Protein		chrXVI	ORF
S000006108	YPL187W	MF(ALPHA)1	Mating Factor ALPHA		chrXVI	ORF
S000006109	YPL188W	POS5	PerOxide Sensitive	NADH kinase	chrXVI	ORF
S000006110	YPL189W	GUP2	Glycerol UPtake	putative O-acyltransferase	chrXVI	ORF
S000006111	YPL190C	NAB3	Nuclear polyAdenylated RNA-Binding	HMD1	chrXVI	ORF
S000006112	YPL191C	MIY2	MINDY deubiquitinase in yeast	MIY1|ubiquitinyl hydrolase 1	chrXVI	ORF
S000006113	YPL192C	PRM3	Pheromone-Regulated Membrane protein	pheromone-regulated protein PRM3	chrXVI	ORF
S000006114	YPL193W	RSA1	RiboSome Assembly		chrXVI	ORF
S000006115	YPL194W	DDC1	DNA Damage Checkpoint		chrXVI	ORF
S000006116	YPL195W	APL5	clathrin Adaptor Protein complex Large chain	YKS4	chrXVI	ORF
S000006117	YPL196W	OXR1	OXidation Resistance		chrXVI	ORF
S000006118	YPL197C				chrXVI	ORF
S000006119	YPL198W	RPL7B	Ribosomal Protein of the Large subunit	L30|L6B|L7B|ribosomal 60S subunit protein L7B|rp11|uL30|YL8	chrXVI	ORF
S000006120	YPL199C				chrXVI	ORF
S000006121	YPL200W	CSM4	Chromosome Segregation in Meiosis		chrXVI	ORF
S000006122	YPL201C	YIG1	Yeast protein Interacting with Glycerol 3-phosphatase		chrXVI	ORF
S000006123	YPL202C	AFT2	Activator of Fe (iron) Transcription		chrXVI	ORF
S000006124	YPL203W	TPK2	Takashi's Protein Kinase	cAMP-dependent protein kinase catalytic subunit TPK2|PKA2|PKA3|YKR1	chrXVI	ORF
S000006125	YPL204W	HRR25	HO and Radiation Repair	KTI14|serine/threonine protein kinase HRR25	chrXVI	ORF
S000006126	YPL205C				chrXVI	ORF
S000006127	YPL206C	PGC1	Phosphatidyl Glycerol phospholipase C	phosphatidylglycerol phospholipase	chrXVI	ORF
S000006128	YPL207W	TYW1	Trna-YW synthesizing protein	putative tRNA 4-demethylwyosine synthase	chrXVI	ORF
S000006129	YPL208W	RKM1	Ribosomal lysine (K) Methyltransferase	protein-lysine N-methyltransferase	chrXVI	ORF
S000006130	YPL209C	IPL1	Increase in PLoidy	aurora kinase|PAC15	chrXVI	ORF
S000006131	YPL210C	SRP72	Signal Recognition Particle	signal recognition particle subunit SRP72	chrXVI	ORF
S000006132	YPL211W	NIP7	Nuclear ImPort	ribosome biosynthesis protein NIP7	chrXVI	ORF
S000006133	YPL212C	PUS1	PseudoUridine Synthase	pseudouridine synthase PUS1	chrXVI	ORF
S000006134	YPL213W	LEA1	Looks Exceptionally like U2A	U2 snRNP complex subunit LEA1	chrXVI	ORF
S000006135	YPL214C	THI6	THIamine biosynthesis	bifunctional hydroxyethylthiazole kinase/thiamine-phosphate diphosphorylase	chrXVI	ORF
S000006136	YPL215W	CBP3	Cytochrome B mRNA Processing		chrXVI	ORF
S000006137	YPL216W				chrXVI	ORF
S000006138	YPL217C	BMS1	BMh Sensitive	GTPase BMS1	chrXVI	ORF
S000006139	YPL218W	SAR1	Secretion-Associated, Ras-related	Arf family GTPase SAR1	chrXVI	ORF
S000006140	YPL219W	PCL8	Pho85 CycLin		chrXVI	ORF
S000006141	YPL220W	RPL1A	Ribosomal Protein of the Large subunit	L1|L1A|PUB2|ribosomal 60S subunit protein L1A|SSM1|uL1	chrXVI	ORF
S000006142	YPL221W	FLC1	FLavin Carrier	BOP1|flavin adenine dinucleotide transporter|HUF1	chrXVI	ORF
S000006143	YPL222W	FMP40	Found in Mitochondrial Proteome		chrXVI	ORF
S000006144	YPL223C	GRE1	Genes de Respuesta a Estres (spanish for stress responsive genes)		chrXVI	ORF
S000006145	YPL224C	MMT2	Mitochondrial Metal Transporter	MFT2	chrXVI	ORF
S000006146	YPL225W	CHP1	CHaPerone	ribosome-associated Tef1p biogenesis chaperone CHP1	chrXVI	ORF
S000006147	YPL226W	NEW1	Nu+		chrXVI	ORF
S000006148	YPL227C	ALG5	Asparagine-Linked Glycosylation	dolichyl-phosphate beta-glucosyltransferase	chrXVI	ORF
S000006149	YPL228W	CET1	Capping Enzyme Triphosphatase	CES5|polynucleotide 5'-phosphatase	chrXVI	ORF
S000006150	YPL229W				chrXVI	ORF
S000006151	YPL230W	USV1	Up in StarVation	NSF1	chrXVI	ORF
S000006152	YPL231W	FAS2	Fatty Acid Synthetase	trifunctional fatty acid synthase subunit FAS2	chrXVI	ORF
S000006153	YPL232W	SSO1	Supressor of Sec One	syntaxin	chrXVI	ORF
S000006154	YPL233W	NSL1	Nnf1 Synthetic Lethal	MIND complex subunit NSL1	chrXVI	ORF
S000006155	YPL234C	VMA11	Vacuolar Membrane Atpase	CLS9|H(+)-transporting V0 sector ATPase subunit c'|TFP3	chrXVI	ORF
S000006156	YPL235W	RVB2	RuVB-like	RuvB family ATP-dependent DNA helicase reptin|TIH2|TIP48|TIP49B	chrXVI	ORF
S000006157	YPL236C	ENV7	late ENdosome and Vacuole interface function	putative serine/threonine protein kinase ENV7	chrXVI	ORF
S000006158	YPL237W	SUI3	SUppressor of Initiator codon	eIF2beta|eIF2β|translation initiation factor eIF2 subunit beta	chrXVI	ORF
S000006159	YPL238C				chrXVI	ORF
S000006160	YPL239W	YAR1	Yeast Ankyrin Repeat		chrXVI	ORF
S000006161	YPL240C	HSP82	Heat Shock Protein	HSP90|Hsp90 family chaperone HSP82	chrXVI	ORF
S000006162	YPL241C	CIN2	Chromosome INstability	GTPase-activating protein CIN2	chrXVI	ORF
S000006163	YPL242C	IQG1	IQGAP-related protein	CYK1	chrXVI	ORF
S000006164	YPL243W	SRP68	Signal Recognition Particle	signal recognition particle subunit SRP68	chrXVI	ORF
S000006165	YPL244C	HUT1	Homolog of UDP-galactose Transporter	UDP-galactose transporter HUT1	chrXVI	ORF
S000006166	YPL245W				chrXVI	ORF
S000006167	YPL246C	RBD2		putative rhomboid protease RBD2	chrXVI	ORF
S000006168	YPL247C				chrXVI	ORF
S000006169	YPL248C	GAL4	GALactose metabolism	GAL81|galactose-responsive transcription factor GAL4	chrXVI	ORF
S000006170	YPL249C	GYP5	Gtpase-activating protein for Ypt Proteins	GTPase-activating protein GYP5	chrXVI	ORF
S000006171	YPL250C	ATG41	AuTophaGy related	ICY2	chrXVI	ORF
S000006172	YPL251W				chrXVI	ORF
S000006173	YPL252C	YAH1	Yeast Adrenodoxin Homolog	adrenodoxin	chrXVI	ORF
S000006174	YPL253C	VIK1	Vegetative Interaction with Kar3p		chrXVI	ORF
