Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Chromosome/scaffold name	Saccharomyces cerevisiae paralogue gene stable ID	Saccharomyces cerevisiae paralogue associated gene name	Saccharomyces cerevisiae paralogue protein or transcript ID	Saccharomyces cerevisiae paralogue chromosome/scaffold name
YDR545W	YDR545W_mRNA	YDR545W	YRF1-1	IV	YPR202W		YPR202W	XVI
YDR545W	YDR545W_mRNA	YDR545W	YRF1-1	IV	YLR462W		YLR462W	XII
YLR150W	YLR150W_mRNA	YLR150W	STM1	XII				
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YCR102W-A		YCR102W-A	III
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YGL263W	COS12	YGL263W	VII
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YHL043W	ECM34	YHL043W	VIII
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YGR295C	COS6	YGR295C	VII
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YDL248W	COS7	YDL248W	IV
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YKL219W	COS9	YKL219W	XI
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YHL048W	COS8	YHL048W	VIII
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YBR302C	COS2	YBR302C	II
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YNL336W	COS1	YNL336W	XIV
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YML132W	COS3	YML132W	XIII
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YFL062W	COS4	YFL062W	VI
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YJR161C	COS5	YJR161C	X
YNR075W	YNR075W_mRNA	YNR075W	COS10	XIV	YHL042W		YHL042W	VIII
YDR253C	YDR253C_mRNA	YDR253C	MET32	IV	YPL038W	MET31	YPL038W	XVI
YDL112W	YDL112W_mRNA	YDL112W	TRM3	IV	YOR201C	MRM1	YOR201C	XV
YGR237C	YGR237C_mRNA	YGR237C		VII				
YNL309W	YNL309W_mRNA	YNL309W	STB1	XIV				
YNR015W	YNR015W_mRNA	YNR015W	SMM1	XIV	YML080W	DUS1	YML080W	XIII
YNR015W	YNR015W_mRNA	YNR015W	SMM1	XIV	YLR405W	DUS4	YLR405W	XII
YNR015W	YNR015W_mRNA	YNR015W	SMM1	XIV	YLR401C	DUS3	YLR401C	XII
YKL086W	YKL086W_mRNA	YKL086W	SRX1	XI				
YPR151C	YPR151C_mRNA	YPR151C	SUE1	XVI				
YLR200W	YLR200W_mRNA	YLR200W	YKE2	XII				
YJR115W	YJR115W_mRNA	YJR115W		X				
YGR085C	YGR085C_mRNA	YGR085C	RPL11B	VII	YPR102C	RPL11A	YPR102C	XVI
YGR085C	YGR085C_mRNA	YGR085C	RPL11B	VII	YDR237W	MRPL7	YDR237W	IV
YNL008C	YNL008C_mRNA	YNL008C	ASI3	XIV	YMR119W	ASI1	YMR119W	XIII
YPR174C	YPR174C_mRNA	YPR174C		XVI	YLR457C	NBP1	YLR457C	XII
YLR252W	YLR252W_mRNA	YLR252W		XII				
YLR427W	YLR427W_mRNA	YLR427W	MAG2	XII				
YGL240W	YGL240W_mRNA	YGL240W	DOC1	VII				
YKL024C	YKL024C_mRNA	YKL024C	URA6	XI	YDR226W	ADK1	YDR226W	IV
YKL024C	YKL024C_mRNA	YKL024C	URA6	XI	YER170W	ADK2	YER170W	V
YNL116W	YNL116W_mRNA	YNL116W	DMA2	XIV	YHR115C	DMA1	YHR115C	VIII
YDL142C	YDL142C_mRNA	YDL142C	CRD1	IV	YKR070W		YKR070W	XI
YPR033C	YPR033C_mRNA	YPR033C	HTS1	XVI				
YNL165W	YNL165W_mRNA	YNL165W		XIV				
YGR157W	YGR157W_mRNA	YGR157W	CHO2	VII				
YJR071W	YJR071W_mRNA	YJR071W		X				
YDR316W	YDR316W_mRNA	YDR316W	OMS1	IV	YHR209W	CRG1	YHR209W	VIII
YDR316W	YDR316W_mRNA	YDR316W	OMS1	IV	YER175C	TMT1	YER175C	V
YDR316W	YDR316W_mRNA	YDR316W	OMS1	IV	YML110C	COQ5	YML110C	XIII
YDR157W	YDR157W_mRNA	YDR157W		IV				
YCL004W	YCL004W_mRNA	YCL004W	PGS1	III				
YLR301W	YLR301W_mRNA	YLR301W	HRI1	XII				
YOR032C	YOR032C_mRNA	YOR032C	HMS1	XV				
YGR265W	YGR265W_mRNA	YGR265W		VII				
YHR180W	YHR180W_mRNA	YHR180W		VIII				
YJL051W	YJL051W_mRNA	YJL051W	IRC8	X				
YIL071C	YIL071C_mRNA	YIL071C	PCI8	IX	YPR108W	RPN7	YPR108W	XVI
YJR092W	YJR092W_mRNA	YJR092W	BUD4	X				
YDR428C	YDR428C_mRNA	YDR428C	BNA7	IV				
YPR100W	YPR100W_mRNA	YPR100W	MRPL51	XVI				
YMR100W	YMR100W_mRNA	YMR100W	MUB1	XIII				
YDR246W	YDR246W_mRNA	YDR246W	TRS23	IV	YML077W	BET5	YML077W	XIII
YOR308C	YOR308C_mRNA	YOR308C	SNU66	XV				
YNL234W	YNL234W_mRNA	YNL234W		XIV				
YDR354W	YDR354W_mRNA	YDR354W	TRP4	IV				
YMR275C	YMR275C_mRNA	YMR275C	BUL1	XIII	YML111W	BUL2	YML111W	XIII
YMR275C	YMR275C_mRNA	YMR275C	BUL1	XIII	YNR069C	BSC5	YNR069C	XIV
YMR275C	YMR275C_mRNA	YMR275C	BUL1	XIII	YNR068C		YNR068C	XIV
YIL064W	YIL064W_mRNA	YIL064W	EFM4	IX				
YBR237W	YBR237W_mRNA	YBR237W	PRP5	II				
YPR057W	YPR057W_mRNA	YPR057W	BRR1	XVI				
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(UUU)G2		tK(UUU)G2_tRNA	VII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(UUU)L		tK(UUU)L_tRNA	XII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(UUU)D		tK(UUU)D_tRNA	IV
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(UUU)O		tK(UUU)O_tRNA	XV
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(UUU)G1		tK(UUU)G1_tRNA	VII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(UUU)P		tK(UUU)P_tRNA	XVI
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)C		tK(CUU)C_tRNA	III
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)G2		tK(CUU)G2_tRNA	VII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)I		tK(CUU)I_tRNA	IX
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)E1		tK(CUU)E1_tRNA	V
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)G1		tK(CUU)G1_tRNA	VII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)E2		tK(CUU)E2_tRNA	V
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)P		tK(CUU)P_tRNA	XVI
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)D1		tK(CUU)D1_tRNA	IV
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)K		tK(CUU)K_tRNA	XI
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)G3		tK(CUU)G3_tRNA	VII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)M		tK(CUU)M_tRNA	XIII
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)D2		tK(CUU)D2_tRNA	IV
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)J		tK(CUU)J_tRNA	X
tK(UUU)K	tK(UUU)K_tRNA			XI	tK(CUU)F		tK(CUU)F_tRNA	VI
YPL200W	YPL200W_mRNA	YPL200W	CSM4	XVI				
YBL106C	YBL106C_mRNA	YBL106C	SRO77	II	YPR032W	SRO7	YPR032W	XVI
YPL162C	YPL162C_mRNA	YPL162C		XVI				
YOR004W	YOR004W_mRNA	YOR004W	UTP23	XV	YDR339C	FCF1	YDR339C	IV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YBR118W	TEF2	YBR118W	II
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YLR069C	MEF1	YLR069C	XII
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YKR084C	HBS1	YKR084C	XI
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YKL173W	SNU114	YKL173W	XI
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YER025W	GCD11	YER025W	V
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YOR076C	SKI7	YOR076C	XV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YDR172W	SUP35	YDR172W	IV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YAL035W	FUN12	YAL035W	I
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YJL102W	MEF2	YJL102W	X
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YLR289W	GUF1	YLR289W	XII
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YOR187W	TUF1	YOR187W	XV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YOL023W	IFM1	YOL023W	XV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YNL163C	RIA1	YNL163C	XIV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YDR385W	EFT2	YDR385W	IV
YPR080W	YPR080W_mRNA	YPR080W	TEF1	XVI	YOR133W	EFT1	YOR133W	XV
YPR004C	YPR004C_mRNA	YPR004C	AIM45	XVI				
YDR373W	YDR373W_mRNA	YDR373W	FRQ1	IV				
YJR119C	YJR119C_mRNA	YJR119C	JHD2	X	YMR176W	ECM5	YMR176W	XIII
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YFL038C	YPT1	YFL038C	VI
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YML001W	YPT7	YML001W	XIII
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YOR089C	VPS21	YOR089C	XV
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YNL093W	YPT53	YNL093W	XIV
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YHR022C		YHR022C	VIII
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YFL005W	SEC4	YFL005W	VI
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YBR264C	YPT10	YBR264C	II
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YKR014C	YPT52	YKR014C	XI
YGL210W	YGL210W_mRNA	YGL210W	YPT32	VII	YER031C	YPT31	YER031C	V
YAR003W	YAR003W_mRNA	YAR003W	SWD1	I	YAL002W	VPS8	YAL002W	I
YJR060W	YJR060W_mRNA	YJR060W	CBF1	X				
YPR157W	YPR157W_mRNA	YPR157W	TDA6	XVI	YML046W	PRP39	YML046W	XIII
YPR157W	YPR157W_mRNA	YPR157W	TDA6	XVI	YGR141W	VPS62	YGR141W	VII
YNL041C	YNL041C_mRNA	YNL041C	COG6	XIV				
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDR342C	HXT7	YDR342C	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YHR092C	HXT4	YHR092C	VIII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YHR094C	HXT1	YHR094C	VIII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDR345C	HXT3	YDR345C	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YHR096C	HXT5	YHR096C	VIII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YMR011W	HXT2	YMR011W	XIII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YFL011W	HXT10	YFL011W	VI
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YJL219W	HXT9	YJL219W	X
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YOL156W	HXT11	YOL156W	XV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YJL214W	HXT8	YJL214W	X
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDL245C	HXT15	YDL245C	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YEL069C	HXT13	YEL069C	V
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YNR072W	HXT17	YNR072W	XIV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YLR081W	GAL2	YLR081W	XII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YJR158W	HXT16	YJR158W	X
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDR497C	ITR1	YDR497C	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YOL103W	ITR2	YOL103W	XV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDR387C	CIN10	YDR387C	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YBR241C		YBR241C	II
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YGL104C	VPS73	YGL104C	VII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YJR160C	MPH3	YJR160C	X
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDL247W	MPH2	YDL247W	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YBR298C	MAL31	YBR298C	II
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YGR289C	MAL11	YGR289C	VII
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDL194W	SNF3	YDL194W	IV
YDR343C	YDR343C_mRNA	YDR343C	HXT6	IV	YDL138W	RGT2	YDL138W	IV
YOR140W	YOR140W_mRNA	YOR140W	SFL1	XV				
YIL128W	YIL128W_mRNA	YIL128W	MET18	IX				
YDR264C	YDR264C_mRNA	YDR264C	AKR1	IV	YOR034C	AKR2	YOR034C	XV
YPR124W	YPR124W_mRNA	YPR124W	CTR1	XVI				
YOR266W	YOR266W_mRNA	YOR266W	PNT1	XV				
YNR020C	YNR020C_mRNA	YNR020C	ATP23	XIV				
YKL063C	YKL063C_mRNA	YKL063C		XI				
YOR202W	YOR202W_mRNA	YOR202W	HIS3	XV				
YPR177C	YPR177C_mRNA	YPR177C		XVI				
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)P		tE(UUC)P_tRNA	XVI
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)J		tE(UUC)J_tRNA	X
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)G3		tE(UUC)G3_tRNA	VII
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)I		tE(UUC)I_tRNA	IX
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)G1	SOE1	tE(UUC)G1_tRNA	VII
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)E1		tE(UUC)E1_tRNA	V
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)L		tE(UUC)L_tRNA	XII
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)G2		tE(UUC)G2_tRNA	VII
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)E2		tE(UUC)E2_tRNA	V
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)E3		tE(UUC)E3_tRNA	V
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)K		tE(UUC)K_tRNA	XI
tE(UUC)C	tE(UUC)C_tRNA			III	tE(UUC)B		tE(UUC)B_tRNA	II
YOR248W	YOR248W_mRNA	YOR248W		XV				
YHR135C	YHR135C_mRNA	YHR135C	YCK1	VIII	YDL017W	CDC7	YDL017W	IV
YHR135C	YHR135C_mRNA	YHR135C	YCK1	VIII	YPL204W	HRR25	YPL204W	XVI
YHR135C	YHR135C_mRNA	YHR135C	YCK1	VIII	YER123W	YCK3	YER123W	V
YHR135C	YHR135C_mRNA	YHR135C	YCK1	VIII	YNL154C	YCK2	YNL154C	XIV
YKL138C	YKL138C_mRNA	YKL138C	MRPL31	XI				
YJL011C	YJL011C_mRNA	YJL011C	RPC17	X				
YAL038W	YAL038W_mRNA	YAL038W	CDC19	I	YOR347C	PYK2	YOR347C	XV
YGR152C	YGR152C_mRNA	YGR152C	RSR1	VII	YCR027C	RHB1	YCR027C	III
YGR152C	YGR152C_mRNA	YGR152C	RSR1	VII	YNL098C	RAS2	YNL098C	XIV
YGR152C	YGR152C_mRNA	YGR152C	RSR1	VII	YOR101W	RAS1	YOR101W	XV
YER141W	YER141W_mRNA	YER141W	COX15	V				
YEL004W	YEL004W_mRNA	YEL004W	YEA4	V	YPL244C	HUT1	YPL244C	XVI
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		VII	YOL106W		YOL106W	XV
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		VII	YCR018C-A		YCR018C-A	III
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		VII	YPR002C-A		YPR002C-A	XVI
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		VII	YMR046W-A		YMR046W-A	XIII
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		VII	YDR034C-A		YDR034C-A	IV
YGR122C-A	YGR122C-A_mRNA	YGR122C-A		VII	YLR334C		YLR334C	XII
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YNL183C	NPR1	YNL183C	XIV
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YDR477W	SNF1	YDR477W	IV
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YKL198C	PTK1	YKL198C	XI
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YJR059W	PTK2	YJR059W	X
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YPL150W		YPL150W	XVI
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YDR122W	KIN1	YDR122W	IV
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YLR096W	KIN2	YLR096W	XII
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YCL024W	KCC4	YCL024W	III
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YDR507C	GIN4	YDR507C	IV
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YPL026C	SKS1	YPL026C	XVI
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YDR247W	VHS1	YDR247W	IV
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YKL168C	KKQ8	YKL168C	XI
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YJL165C	HAL5	YJL165C	X
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YPL141C	FRK1	YPL141C	XVI
YDL214C	YDL214C_mRNA	YDL214C	PRR2	IV	YOR233W	KIN4	YOR233W	XV
YFL050C	YFL050C_mRNA	YFL050C	ALR2	VI	YOL130W	ALR1	YOL130W	XV
YKR074W	YKR074W_mRNA	YKR074W	AIM29	XI				
YDR501W	YDR501W_mRNA	YDR501W	PLM2	IV	YLR183C	TOS4	YLR183C	XII
YGR166W	YGR166W_mRNA	YGR166W	TRS65	VII				
YBR155W	YBR155W_mRNA	YBR155W	CNS1	II				
YKL031W	YKL031W_mRNA	YKL031W		XI				
YBR207W	YBR207W_mRNA	YBR207W	FTH1	II	YER145C	FTR1	YER145C	V
YKL221W	YKL221W_mRNA	YKL221W	MCH2	XI				
YNL269W	YNL269W_mRNA	YNL269W	BSC4	XIV				
YOL011W	YOL011W_mRNA	YOL011W	PLB3	XV	YMR008C	PLB1	YMR008C	XIII
YOL011W	YOL011W_mRNA	YOL011W	PLB3	XV	YMR006C	PLB2	YMR006C	XIII
YOL011W	YOL011W_mRNA	YOL011W	PLB3	XV	YNL012W	SPO1	YNL012W	XIV
YMR079W	YMR079W_mRNA	YMR079W	SEC14	XIII	YKL091C		YKL091C	XI
YFR049W	YFR049W_mRNA	YFR049W	YMR31	VI				
YAL042W	YAL042W_mRNA	YAL042W	ERV46	I	YML067C	ERV41	YML067C	XIII
YHR056C	YHR056C_mRNA	YHR056C	RSC30	VIII	YDR303C	RSC3	YDR303C	IV
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YLR348C	DIC1	YLR348C	XII
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YBR192W	RIM2	YBR192W	II
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YKL120W	OAC1	YKL120W	XI
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YGR096W	TPC1	YGR096W	VII
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YBL030C	PET9	YBL030C	II
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YBR085W	AAC3	YBR085W	II
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YMR056C	AAC1	YMR056C	XIII
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YOR222W	ODC2	YOR222W	XV
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YPL134C	ODC1	YPL134C	XVI
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YNL083W	SAL1	YNL083W	XIV
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YIL006W	YIA6	YIL006W	IX
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YEL006W	YEA6	YEL006W	V
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YIL134W	FLX1	YIL134W	IX
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YPR058W	YMC1	YPR058W	XVI
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YBR104W	YMC2	YBR104W	II
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YGR257C	MTM1	YGR257C	VII
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YOR100C	CRC1	YOR100C	XV
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YOR130C	ORT1	YOR130C	XV
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YKR052C	MRS4	YKR052C	XI
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YJL133W	MRS3	YJL133W	X
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YBR291C	CTP1	YBR291C	II
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YNL003C	PET8	YNL003C	XIV
YDL119C	YDL119C_mRNA	YDL119C	HEM25	IV	YHR002W	LEU5	YHR002W	VIII
YLR030W	YLR030W_mRNA	YLR030W		XII				
YOR008C	YOR008C_mRNA	YOR008C	SLG1	XV				
YMR242W-A	YMR242W-A_mRNA	YMR242W-A		XIII				
YHR105W	YHR105W_mRNA	YHR105W	YPT35	VIII				
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YOL157C	IMA2	YOL157C	XV
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YJL221C	IMA4	YJL221C	X
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YGR287C	IMA1	YGR287C	VII
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YGR292W	MAL12	YGR292W	VII
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YIL172C	IMA3	YIL172C	IX
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YBR299W	MAL32	YBR299W	II
YJL216C	YJL216C_mRNA	YJL216C	IMA5	X	YEL011W	GLC3	YEL011W	V
YOL166C	YOL166C_mRNA	YOL166C		XV				
YLR414C	YLR414C_mRNA	YLR414C	PUN1	XII				
YNR013C	YNR013C_mRNA	YNR013C	PHO91	XIV	YJL198W	PHO90	YJL198W	X
YNR013C	YNR013C_mRNA	YNR013C	PHO91	XIV	YCR037C	PHO87	YCR037C	III
YHR100C	YHR100C_mRNA	YHR100C	GEP4	VIII				
YIL131C	YIL131C_mRNA	YIL131C	FKH1	IX	YNL068C	FKH2	YNL068C	XIV
YLR144C	YLR144C_mRNA	YLR144C	ACF2	XII	YNR067C	DSE4	YNR067C	XIV
YDL163W	YDL163W_mRNA	YDL163W		IV				
YKL041W	YKL041W_mRNA	YKL041W	VPS24	XI	YKL002W	DID4	YKL002W	XI
YKL041W	YKL041W_mRNA	YKL041W	VPS24	XI	YKR035W-A	DID2	YKR035W-A	XI
YHL036W	YHL036W_mRNA	YHL036W	MUP3	VIII				
YJL199C	YJL199C_mRNA	YJL199C	MBB1	X				
YGL222C	YGL222C_mRNA	YGL222C	EDC1	VII				
YAL010C	YAL010C_mRNA	YAL010C	MDM10	I				
YOR119C	YOR119C_mRNA	YOR119C	RIO1	XV	YNL207W	RIO2	YNL207W	XIV
YIL110W	YIL110W_mRNA	YIL110W	HPM1	IX				
YKL100C	YKL100C_mRNA	YKL100C	YPF1	XI				
YGR084C	YGR084C_mRNA	YGR084C	MRP13	VII				
YNL170W	YNL170W_mRNA	YNL170W		XIV				
YGR230W	YGR230W_mRNA	YGR230W	BNS1	VII				
YER043C	YER043C_mRNA	YER043C	SAH1	V				
YKL129C	YKL129C_mRNA	YKL129C	MYO3	XI	YMR109W	MYO5	YMR109W	XIII
YKL129C	YKL129C_mRNA	YKL129C	MYO3	XI	YOR326W	MYO2	YOR326W	XV
YKL129C	YKL129C_mRNA	YKL129C	MYO3	XI	YAL029C	MYO4	YAL029C	I
YKL129C	YKL129C_mRNA	YKL129C	MYO3	XI	YHR023W	MYO1	YHR023W	VIII
YDR198C	YDR198C_mRNA	YDR198C	RKM2	IV	YPL208W	RKM1	YPL208W	XVI
YDR198C	YDR198C_mRNA	YDR198C	RKM2	IV	YHL039W	EFM1	YHL039W	VIII
YDR198C	YDR198C_mRNA	YDR198C	RKM2	IV	YBR030W	RKM3	YBR030W	II
YDR198C	YDR198C_mRNA	YDR198C	RKM2	IV	YDR257C	RKM4	YDR257C	IV
YNL055C	YNL055C_mRNA	YNL055C	POR1	XIV	YIL114C	POR2	YIL114C	IX
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YPL106C	SSE1	YPL106C	XVI
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YJR045C	SSC1	YJR045C	X
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YEL030W	ECM10	YEL030W	V
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YJL034W	KAR2	YJL034W	X
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YAL005C	SSA1	YAL005C	I
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YLL024C	SSA2	YLL024C	XII
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YER103W	SSA4	YER103W	V
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YBL075C	SSA3	YBL075C	II
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YHR064C	SSZ1	YHR064C	VIII
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YKL073W	LHS1	YKL073W	XI
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YDL229W	SSB1	YDL229W	IV
YBR169C	YBR169C_mRNA	YBR169C	SSE2	II	YNL209W	SSB2	YNL209W	XIV
YNL213C	YNL213C_mRNA	YNL213C	RRG9	XIV				
YMR167W	YMR167W_mRNA	YMR167W	MLH1	XIII	YPL164C	MLH3	YPL164C	XVI
YMR167W	YMR167W_mRNA	YMR167W	MLH1	XIII	YNL082W	PMS1	YNL082W	XIV
RME3	RME3_ncRNA			VII				
tI(AAU)N1	tI(AAU)N1_tRNA			XIV	tI(AAU)N2		tI(AAU)N2_tRNA	XIV
tI(AAU)N1	tI(AAU)N1_tRNA			XIV	tI(AAU)G		tI(AAU)G_tRNA	VII
