GENE_id	mapped_id	ENSG	chr	GeneStart	mu	pLI	loeuf	zscore_mis	zscore_syn	mmdg	cmdg	non_mdg	partition	any_disease	target
ENSG00000175514	13557	ENSG00000175514	11	67451301.0	2.6922e-09	0.30261	1.883	1.1176	0.59155	0.0	0.0	0.0	1	0.0	0
ENSG00000175518	13558	ENSG00000175518	11	5514393.0				0.20818	-0.13771	0.0	0.0	0.0	3	0.0	0
ENSG00000175520	13559	ENSG00000175520	11	5507300.0	3.166e-08	0.33861	1.527	-0.74743	-0.47383	0.0	0.0	0.0	2	0.0	0
ENSG00000175535	13560	ENSG00000175535	10	116545931.0	5.0811e-07	3.1358e-07	0.984	1.1953	0.031367	1.0	0.0	0.0	2	1.0	1
ENSG00000175536	13561	ENSG00000175536	11	74490519.0	1.5708e-07	3.176e-08	1.954	-3.0757	-3.5649	1.0	0.0	0.0	6	1.0	1
ENSG00000175538	13562	ENSG00000175538	11	74454841.0	5.8003e-08	0.26483	1.361	0.49746	0.60414	1.0	0.0	0.0	5	1.0	1
ENSG00000175544	13563	ENSG00000175544	11	67452406.0	8.2141e-07	8.2977e-11	1.345	-0.65326	-0.14059	1.0	0.0	0.0	8	1.0	1
ENSG00000175548	13564	ENSG00000175548	12	38316762.0	2.957e-07	1.6377e-07	1.018	0.31936	0.85681	0.0	1.0	0.0	1	1.0	-1
ENSG00000175550	13565	ENSG00000175550	11	65919274.0	2.1617e-07	0.1833	0.738	0.16186	-0.56054	0.0	0.0	0.0	1	0.0	0
ENSG00000175556	13566	ENSG00000175556	X	118974614.0						0.0	0.0	0.0	5	0.0	0
ENSG00000175564	13567	ENSG00000175564	11	74000277.0	5.2965e-07	7.9603e-08	1.2	0.71832	-0.2802	0.0	1.0	0.0	10	1.0	-1
ENSG00000175567	13568	ENSG00000175567	11	73974672.0	7.7304e-07	1.2061e-08	1.127	0.9462	1.0147	0.0	1.0	0.0	9	1.0	-1
ENSG00000175573	13569	ENSG00000175573	11	65916810.0	1.1309e-07	0.040618	1.86	-0.67521	-0.96378	0.0	0.0	0.0	10	0.0	0
ENSG00000175575	13570	ENSG00000175575	11	73876699.0	5.0254e-07	9.913e-10	1.145	0.95126	-0.10798	0.0	0.0	0.0	3	0.0	0
ENSG00000175581	13571	ENSG00000175581	11	73787872.0	5.9355e-07	0.0057253	0.826	0.36534	-0.76293	0.0	0.0	0.0	1	0.0	0
ENSG00000175582	13572	ENSG00000175582	11	73675638.0	2.9943e-07	0.92737	0.558	2.6759	0.27369	0.0	0.0	0.0	10	0.0	0
ENSG00000175591	13573	ENSG00000175591	11	73218281.0	1.1703e-08	0.13659	1.917	-0.97568	-0.7028	0.0	0.0	0.0	5	0.0	0
ENSG00000175592	13574	ENSG00000175592	11	65892049.0	5.8162e-07	0.0042585	0.97	0.60656	0.40574	0.0	0.0	0.0	9	0.0	0
ENSG00000175595	13575	ENSG00000175595	16	13920138.0	8.5646e-07	3.5282e-11	0.984	-0.57103	-1.0214	1.0	0.0	0.0	4	1.0	1
ENSG00000175600	13576	ENSG00000175600	7	40135005.0	6.9116e-07	3.4678e-07	1.145	-0.45968	0.0076154	1.0	0.0	0.0	8	1.0	1
ENSG00000175602	13577	ENSG00000175602	11	65890673.0	5.0094e-08	0.00018838	1.936	-0.41353	-1.2594	0.0	0.0	0.0	8	0.0	0
ENSG00000175606	13578	ENSG00000175606	8	73972437.0	4.6523e-07	6.1756e-07	1.375	-0.44567	-0.72909	1.0	0.0	0.0	3	1.0	1
ENSG00000175619	13579	ENSG00000175619	11	48216810.0	2.6153e-09	0.10485	1.943	-2.4067	-2.0891	0.0	0.0	0.0	4	0.0	0
ENSG00000175634	13580	ENSG00000175634	11	67428460.0	8.1248e-07	2.2777e-15	1.101	-0.068487	-0.95945	0.0	0.0	0.0	8	0.0	0
ENSG00000175643	13581	ENSG00000175643	16	11249619.0	1.1621e-07	2.8964e-06	1.944	-2.4818	-2.6405	0.0	0.0	0.0	8	0.0	0
ENSG00000175646	13582	ENSG00000175646	16	11280841.0	2.0731e-07	0.017971	1.638	-0.34856	-0.58775	0.0	0.0	0.0	2	0.0	0
ENSG00000175662	13583	ENSG00000175662	17	17843511.0	1.1382e-06	0.0089929	0.614	1.0865	0.18646	0.0	0.0	0.0	1	0.0	0
ENSG00000175664	13584	ENSG00000175664	13	30932656.0	4.8246e-07	4.752e-10	1.233	-0.62073	-0.91515	0.0	0.0	0.0	2	0.0	0
ENSG00000175691	13585	ENSG00000175691	19	2933218.0	2.0598e-07	2.8173e-06	1.646	-0.19336	-0.90283	0.0	0.0	0.0	10	0.0	0
ENSG00000175697	13586	ENSG00000175697	3	120164645.0	5.7633e-07	3.2008e-09	0.961	1.6298	0.80748	1.0	0.0	0.0	1	1.0	1
ENSG00000175699	13587	ENSG00000175699	14	93987225.0						0.0	0.0	0.0	5	0.0	0
ENSG00000175701	13588	ENSG00000175701	2	110211529.0						0.0	0.0	0.0	1	0.0	0
ENSG00000175707	13589	ENSG00000175707	1	26949562.0	6.6596e-07	0.85488	0.569	1.247	0.43786	1.0	0.0	0.0	3	1.0	1
ENSG00000175711	13590	ENSG00000175711	17	82942149.0	9.5411e-07	7.932199999999999e-21	1.374	-0.29628	-0.80049	0.0	0.0	0.0	5	0.0	0
ENSG00000175718	13591	ENSG00000175718	X	115189410.0						0.0	0.0	0.0	6	0.0	0
ENSG00000175727	13592	ENSG00000175727	12	122078756.0	7.9371e-07	0.9985	0.461	2.5604	-0.16714	0.0	0.0	0.0	6	0.0	0
ENSG00000175745	13593	ENSG00000175745	5	93583222.0	4.1606e-07	1.0	0.133	4.6926	-0.28185	1.0	0.0	0.0	4	1.0	1
ENSG00000175756	13594	ENSG00000175756	1	1373730.0	1.4238e-07	1.217e-09	1.921	-1.8253	-2.6158	0.0	0.0	0.0	3	0.0	0
ENSG00000175764	13595	ENSG00000175764	9	121815674.0	4.5469e-07	3.4133e-09	1.044	1.0347	-0.73654	0.0	0.0	0.0	4	0.0	0
ENSG00000175766	13596	ENSG00000175766	5	176630618.0	5.7191e-07	1.6195e-06	1.085	-0.19488	-0.66513	0.0	0.0	0.0	10	0.0	0
ENSG00000175768	13597	ENSG00000175768	9	37582646.0	5.9499e-08	0.43863	1.283	0.47235	0.069931	0.0	0.0	0.0	8	0.0	0
ENSG00000175782	13598	ENSG00000175782	12	68746125.0	2.7256e-07	7.8441e-07	1.266	0.32785	0.47694	0.0	0.0	0.0	8	0.0	0
ENSG00000175785	13599	ENSG00000175785	14	93718298.0	2.6329e-07	0.074863	1.053	-0.36854	-1.3287	0.0	0.0	0.0	2	0.0	0
ENSG00000175787	13600	ENSG00000175787	9	94259298.0	1.6894e-07	0.00020925	1.502	0.79689	-0.026379	0.0	0.0	0.0	5	0.0	0
ENSG00000175792	13601	ENSG00000175792	3	128064778.0	7.8023e-07	1.0	0.169	4.3743	0.22423	0.0	0.0	0.0	2	0.0	0
ENSG00000175793	13602	ENSG00000175793	1	26863149.0	2.5759e-07	0.965	0.517	1.2738	0.96414	0.0	0.0	0.0	4	0.0	0
ENSG00000175806	13603	ENSG00000175806	8	10054292.0	4.1442e-07	5.813900000000001e-25	1.976	-4.2767	-2.6877	0.0	0.0	0.0	4	0.0	0
ENSG00000175809	13604	ENSG00000175809	X	22272913.0						0.0	0.0	0.0	7	0.0	0
ENSG00000175820	13605	ENSG00000175820	13	102729367.0	9.5517e-08	0.016762	1.661	2.4082	2.1168	0.0	0.0	0.0	3	0.0	0
ENSG00000175826	13606	ENSG00000175826	17	7243591.0	4.901e-07	0.99995	0.239	3.1498	-0.043153	0.0	0.0	0.0	7	0.0	0
ENSG00000175832	13607	ENSG00000175832	17	43527844.0	9.3793e-07	4.5126e-09	0.821	0.89876	0.84645	0.0	0.0	0.0	6	0.0	0
ENSG00000175854	13608	ENSG00000175854	9	128275379.0	3.1358e-07	0.0042643	1.114	0.33077	0.34417	0.0	0.0	0.0	5	0.0	0
ENSG00000175857	13609	ENSG00000175857	5	58491435.0	2.3497e-08	0.19147	1.849	-0.16624	-0.52145	0.0	0.0	0.0	2	0.0	0
ENSG00000175866	13610	ENSG00000175866	17	81035122.0	5.1537e-07	0.9991	0.446	1.3039	-2.628	0.0	0.0	0.0	3	0.0	0
ENSG00000175868	13611	ENSG00000175868	11	14904997.0	1.4789e-07	0.003933	1.392	-0.1422	-0.30353	0.0	0.0	0.0	10	0.0	0
ENSG00000175874	13612	ENSG00000175874	2	101345550.0	3.4415e-07	3.3807e-08	1.508	-1.0342	-2.2816	0.0	0.0	0.0	5	0.0	0
ENSG00000175877	13613	ENSG00000175877	7	73861159.0	6.2422e-07	4.1762e-11	1.392	-0.03808	0.34228	0.0	0.0	0.0	7	0.0	0
ENSG00000175879	13614	ENSG00000175879	2	176129694.0	2.991e-07	4.8429e-05	1.153	-2.8013	-2.1444	0.0	0.0	0.0	3	0.0	0
ENSG00000175893	13615	ENSG00000175893	9	14611071.0	4.233e-07	0.042843	0.857	0.097733	-1.8966	0.0	0.0	0.0	7	0.0	0
ENSG00000175894	13616	ENSG00000175894	21	44497893.0	9.4214e-07	9.8848e-23	1.161	-0.73843	-0.27028	1.0	0.0	0.0	5	1.0	1
ENSG00000175895	13617	ENSG00000175895	8	95115642.0	2.3883e-07	0.86623	0.611	2.5211	1.0245	0.0	0.0	0.0	7	0.0	0
ENSG00000175899	13618	ENSG00000175899	12	9067664.0	1.3445e-06	9.7568e-20	0.765	2.7587	1.8362	0.0	0.0	0.0	5	0.0	0
ENSG00000175906	13619	ENSG00000175906	17	43398993.0	1.6376e-08	0.2203	1.8	0.95685	0.78336	0.0	0.0	0.0	4	0.0	0
ENSG00000175920	13620	ENSG00000175920	4	3463306.0	5.3096e-07	2.311e-14	1.658	-4.997	-4.6737	1.0	0.0	0.0	5	1.0	1
ENSG00000175928	13621	ENSG00000175928	3	3799431.0	6.4101e-07	0.98038	0.502	1.5335	0.056272	0.0	0.0	0.0	6	0.0	0
ENSG00000175931	13622	ENSG00000175931	17	76389456.0	1.5049e-06	1.0	0.193	3.9111	0.12536	0.0	0.0	0.0	7	0.0	0
ENSG00000175938	13623	ENSG00000175938	16	30949068.0	1.7454e-07	4.4843e-06	1.572	-0.23662	-0.53837	0.0	0.0	0.0	6	0.0	0
ENSG00000175946	13624	ENSG00000175946	8	123644442.0	6.4601e-07	7.802e-14	1.264	-0.31854	-0.10831	0.0	0.0	0.0	4	0.0	0
ENSG00000175970	13625	ENSG00000175970	12	120710458.0	4.6949e-07	0.00017027	1.172	-0.8277	-1.4034	0.0	0.0	0.0	1	0.0	0
ENSG00000175984	13626	ENSG00000175984	1	114582848.0	1.2409e-06	1.7878e-11	0.742	1.7249	1.7888	0.0	0.0	0.0	3	0.0	0
ENSG00000175985	13627	ENSG00000175985	14	69484692.0	6.9834e-07	3.6938e-13	0.911	1.169	0.5811	0.0	0.0	0.0	4	0.0	0
ENSG00000176009	13628	ENSG00000176009	11	8937578.0	9.3777e-08	0.056662	1.504	-0.042391	-0.25351	0.0	0.0	0.0	2	0.0	0
ENSG00000176014	13629	ENSG00000176014	18	12307669.0	2.197e-07	0.0057583	0.826	2.5154	-0.02935	1.0	0.0	0.0	4	1.0	1
ENSG00000176018	13630	ENSG00000176018	5	90515611.0	5.31e-07	0.017746	0.788	0.96933	0.93204	0.0	0.0	0.0	2	0.0	0
ENSG00000176020	13631	ENSG00000176020	3	49716829.0	7.1161e-08	0.00020745	1.844	-0.32413	0.90482	0.0	0.0	0.0	6	0.0	0
ENSG00000176022	13632	ENSG00000176022	1	1232237.0	1.0518e-07	1.0328e-14	1.987	-4.8174	-5.921	1.0	0.0	0.0	4	1.0	1
ENSG00000176024	13633	ENSG00000176024	19	51927147.0	3.3067e-07	0.00442	1.109	1.537	1.2099	0.0	0.0	0.0	8	0.0	0
ENSG00000176029	13634	ENSG00000176029	11	8920076.0	5.1228e-07	3.8271e-10	1.05	-0.0055691	0.26248	0.0	0.0	0.0	1	0.0	0
ENSG00000176040	13635	ENSG00000176040	3	112034736.0	1.079e-06	1.7471e-16	1.048	0.63204	-0.10004	0.0	0.0	0.0	3	0.0	0
ENSG00000176046	13636	ENSG00000176046	16	28532708.0	2.2278e-07	0.00089607	1.751	0.7226	0.5963	0.0	0.0	0.0	10	0.0	0
ENSG00000176049	13637	ENSG00000176049	5	147585438.0	8.0559e-07	1.0	0.352	3.2111	0.78571	0.0	0.0	0.0	1	0.0	0
ENSG00000176055	13638	ENSG00000176055	5	90458209.0	6.1794e-07	1.7392e-09	1.533	0.029908	-0.62071	0.0	0.0	0.0	10	0.0	0
ENSG00000176058	13639	ENSG00000176058	9	137191617.0	3.7617e-07	1.1294e-09	1.099	-3.1928	-4.1855	1.0	0.0	0.0	7	1.0	1
ENSG00000176076	13640	ENSG00000176076	X	109623700.0						0.0	0.0	0.0	1	0.0	0
ENSG00000176083	13641	ENSG00000176083	1	26361634.0	5.308e-07	6.4884e-05	0.929	0.28556	0.28776	0.0	0.0	0.0	9	0.0	0
ENSG00000176087	13642	ENSG00000176087	5	140564446.0	3.8565e-07	0.1329	0.794	0.58672	0.52351	0.0	0.0	0.0	9	0.0	0
ENSG00000176092	13643	ENSG00000176092	1	26321698.0	2.0302e-06	7.663499999999999e-26	0.874	0.28436	-0.41227	0.0	0.0	0.0	8	0.0	0
ENSG00000176095	13644	ENSG00000176095	3	49724294.0	5.746e-07	0.96551	0.516	3.3658	1.1098	0.0	0.0	0.0	7	0.0	0
ENSG00000176101	13645	ENSG00000176101	9	137188660.0	1.2572e-07	9.598e-06	1.745	-0.96974	-1.5027	0.0	0.0	0.0	9	0.0	0
ENSG00000176102	13646	ENSG00000176102	11	33077188.0	1.0485e-06	0.99999	0.376	5.4998	0.62413	0.0	0.0	0.0	10	0.0	0
ENSG00000176105	13647	ENSG00000176105	18	721588.0	1.1313e-06	1.8126e-05	0.751	1.9699	0.89372	0.0	0.0	0.0	3	0.0	0
ENSG00000176108	13648	ENSG00000176108	17	80991598.0	5.1871e-07	0.76147	0.599	-0.51574	-1.3069	0.0	0.0	0.0	2	0.0	0
ENSG00000176125	13649	ENSG00000176125	7	100888721.0	2.4161e-08	0.056239	1.928	-1.9756	-2.5292	0.0	0.0	0.0	4	0.0	0
ENSG00000176136	13650	ENSG00000176136	18	13824149.0	4.5034e-09	0.3166	1.868	0.64398	0.35588	0.0	0.0	0.0	5	0.0	0
ENSG00000176142	13651	ENSG00000176142	3	119428949.0	6.1092e-07	0.49719	0.58	2.7079	1.1977	0.0	0.0	0.0	1	0.0	0
ENSG00000176148	13652	ENSG00000176148	11	33039417.0	1.0067e-06	3.7871e-05	0.756	2.0429	1.3415	0.0	0.0	0.0	9	0.0	0
ENSG00000176153	13653	ENSG00000176153	14	64939152.0	2.5786e-07	9.8178e-10	1.876	0.49533	0.34691	0.0	0.0	0.0	4	0.0	0
ENSG00000176155	13654	ENSG00000176155	17	82101460.0	1.5205e-06	7.3655e-41	1.26	-0.37485	-0.37786	0.0	0.0	0.0	2	0.0	0
ENSG00000176160	13655	ENSG00000176160	17	58420167.0	4.3895e-07	1.0	0.255	2.1972	-0.42943	0.0	0.0	0.0	3	0.0	0
ENSG00000176165	13656	ENSG00000176165	14	28764329.0	1.2898e-07	0.99832	0.36	3.7963	-1.4043	1.0	0.0	0.0	2	1.0	1
ENSG00000176170	13657	ENSG00000176170	17	76376584.0	1.1916e-07	0.00017336	1.54	-0.37543	-1.6715	0.0	0.0	0.0	6	0.0	0
ENSG00000176171	13658	ENSG00000176171	10	131967684.0	2.5047e-07	0.00066715	1.095	0.86854	0.28354	0.0	0.0	0.0	7	0.0	0
ENSG00000176177	13659	ENSG00000176177	22	39743044.0	4.5249e-07	2.0256e-05	0.928	1.3001	1.234	0.0	0.0	0.0	3	0.0	0
ENSG00000176182	13660	ENSG00000176182	19	45890023.0	3.5424e-07	2.5278e-07	1.724	-1.8256	-3.2496	0.0	0.0	0.0	10	0.0	0
ENSG00000176194	13661	ENSG00000176194	18	12254361.0	3.6426e-07	0.0082921	1.027	-0.12137	0.075943	0.0	0.0	0.0	5	0.0	0
ENSG00000176198	13662	ENSG00000176198	14	20239286.0	2.3122e-08	0.19823	1.839	-1.2519	-0.47175	0.0	0.0	0.0	1	0.0	0
ENSG00000176200	13663	ENSG00000176200	11	59503576.0	1.4425e-07	0.0057328	1.307	0.060986	-0.45916	0.0	0.0	0.0	8	0.0	0
ENSG00000176204	13664	ENSG00000176204	2	76747685.0	5.035e-07	0.0019637	0.693	1.4613	-0.82155	0.0	0.0	0.0	1	0.0	0
ENSG00000176208	13665	ENSG00000176208	17	30831966.0	1.2193e-06	1.0	0.417	2.4753	1.2732	0.0	0.0	0.0	10	0.0	0
ENSG00000176209	13666	ENSG00000176209	8	42541155.0	1.9953e-07	0.24166	0.851	-0.027063	-0.062808	0.0	0.0	0.0	2	0.0	0
ENSG00000176219	13667	ENSG00000176219	14	20223710.0	4.119e-07	0.046747	0.896	0.46657	0.85313	0.0	0.0	0.0	9	0.0	0
ENSG00000176222	13668	ENSG00000176222	19	43872365.0	1.0492e-07	0.0029306	1.679	1.8066	1.0852	0.0	0.0	0.0	5	0.0	0
ENSG00000176225	13669	ENSG00000176225	18	70003031.0	1.6769e-06	5.4931e-22	0.786	1.048	0.15521	1.0	0.0	0.0	10	1.0	1
ENSG00000176230	13670	ENSG00000176230	14	20110739.0				-1.7793	-0.82427	0.0	0.0	0.0	6	0.0	0
ENSG00000176231	13671	ENSG00000176231	19	15944299.0	1.3918e-07	0.0004451	1.52	0.21231	-0.095227	0.0	0.0	0.0	5	0.0	0
ENSG00000176239	13672	ENSG00000176239	11	5351508.0	3.1689e-09	0.30903	1.876	-1.8004	-0.69902	0.0	0.0	0.0	6	0.0	0
ENSG00000176244	13673	ENSG00000176244	10	15075475.0	1.6357e-07	0.00019634	1.515	-0.17382	-0.60319	0.0	0.0	0.0	2	0.0	0
ENSG00000176246	13674	ENSG00000176246	14	20060045.0				-1.317	-0.8898	0.0	0.0	0.0	5	0.0	0
ENSG00000176248	13675	ENSG00000176248	9	137174784.0	7.7845e-07	0.99028	0.482	3.0165	-2.0665	0.0	0.0	0.0	8	0.0	0
ENSG00000176253	13676	ENSG00000176253	14	20029399.0				-0.38366	-0.99066	0.0	0.0	0.0	4	0.0	0
ENSG00000176256	13677	ENSG00000176256	1	33860475.0	7.8977e-09	0.12103	1.931	-0.0089142	0.67801	0.0	0.0	0.0	7	0.0	0
ENSG00000176261	13678	ENSG00000176261	1	32600172.0	1.6541e-07	0.02355	1.16	0.58908	-0.67071	0.0	0.0	0.0	2	0.0	0
ENSG00000176269	13679	ENSG00000176269	8	166086.0						0.0	0.0	0.0	7	0.0	0
ENSG00000176273	13680	ENSG00000176273	10	93893973.0	2.3846e-07	0.008125	1.03	0.36416	-0.51807	0.0	0.0	0.0	5	0.0	0
ENSG00000176281	13681	ENSG00000176281	14	19920607.0	5.3732e-09	0.12359	1.929	-2.3594	-1.7936	0.0	0.0	0.0	9	0.0	0
ENSG00000176290	13682	ENSG00000176290	14	19868197.0						0.0	0.0	0.0	7	0.0	0
ENSG00000176293	13683	ENSG00000176293	19	58059239.0	1.9303e-07	0.00018829	1.524	1.5525	0.28622	0.0	0.0	0.0	7	0.0	0
ENSG00000176294	13684	ENSG00000176294	14	19719015.0	1.8144e-09	0.29773	1.888	0.56829	-0.87028	0.0	0.0	0.0	4	0.0	0
ENSG00000176299	13685	ENSG00000176299	14	19773504.0	3.6868e-07	0.0014888	1.28	0.0043026	-0.039221	0.0	0.0	0.0	6	0.0	0
ENSG00000176302	13686	ENSG00000176302	11	118971712.0	6.6318e-07	1.1143e-06	0.984	0.06672	-0.57429	0.0	0.0	0.0	4	0.0	0
ENSG00000176340	13687	ENSG00000176340	11	63974620.0	7.7716e-08	0.00063287	1.922	0.74031	-0.21663	1.0	0.0	0.0	5	1.0	1
ENSG00000176358	13688	ENSG00000176358	17	49838300.0	3.2994e-07	2.566e-06	1.404	0.35048	-0.59509	0.0	0.0	0.0	4	0.0	0
ENSG00000176371	13689	ENSG00000176371	15	84600986.0	6.7831e-07	0.00011025	0.739	1.2155	-0.015945	0.0	0.0	0.0	2	0.0	0
ENSG00000176381	13690	ENSG00000176381	6	166305300.0	2.1408e-09	0.29954	1.886	-4.9821	-4.37	0.0	0.0	0.0	10	0.0	0
ENSG00000176383	13691	ENSG00000176383	12	122203681.0	4.2094e-08	0.027202	1.916	-3.1425	-2.2842	0.0	0.0	0.0	9	0.0	0
ENSG00000176386	13692	ENSG00000176386	9	113255835.0	3.6443e-08	0.29377	1.64	0.39365	0.42739	0.0	0.0	0.0	10	0.0	0
ENSG00000176387	13693	ENSG00000176387	16	67430652.0	3.7746e-07	3.3874e-07	1.204	0.57112	-0.94775	1.0	0.0	0.0	4	1.0	1
ENSG00000176390	13694	ENSG00000176390	17	30769388.0	1.0622e-06	2.124e-06	0.871	0.70979	-1.2879	0.0	0.0	0.0	9	0.0	0
ENSG00000176393	13695	ENSG00000176393	1	201982372.0	7.4743e-07	4.8388e-10	0.96	1.1227	1.1138	0.0	0.0	0.0	2	0.0	0
ENSG00000176396	13696	ENSG00000176396	19	39538707.0	5.53e-08	0.43338	1.295	0.62996	0.56276	0.0	0.0	0.0	7	0.0	0
ENSG00000176399	13697	ENSG00000176399	9	22446824.0	3.5084e-07	3.7271e-12	1.279	-2.9594	-2.6588	0.0	0.0	0.0	3	0.0	0
ENSG00000176401	13698	ENSG00000176401	19	39530987.0	3.0217e-08	0.24148	1.759	-0.16684	-0.11921	0.0	0.0	0.0	6	0.0	0
ENSG00000176402	13699	ENSG00000176402	7	99923266.0	2.1604e-07	2.7646e-05	1.213	0.7407	0.3473	0.0	0.0	0.0	10	0.0	0
ENSG00000176406	13700	ENSG00000176406	8	103500610.0	1.3434e-06	1.0	0.395	0.98127	0.16989	1.0	0.0	0.0	3	1.0	1
ENSG00000176407	13701	ENSG00000176407	2	84971093.0	3.4759e-07	0.99994	0.245	2.7328	0.91014	0.0	0.0	0.0	10	0.0	0
ENSG00000176410	13702	ENSG00000176410	7	73680918.0	2.907e-07	5.877e-07	1.484	-0.20128	-0.58635	1.0	0.0	0.0	1	1.0	1
ENSG00000176422	13703	ENSG00000176422	12	56468578.0	1.6165e-07	0.0015236	1.077	0.35082	0.66535	0.0	0.0	0.0	4	0.0	0
ENSG00000176428	13704	ENSG00000176428	7	73667831.0	1.3251e-07	0.26283	0.986	-2.5678	-2.6461	0.0	0.0	0.0	10	0.0	0
ENSG00000176435	13705	ENSG00000176435	14	38254000.0	2.6153e-09	0.30218	1.883	-0.58302	-2.1367	0.0	0.0	0.0	1	0.0	0
ENSG00000176438	13706	ENSG00000176438	14	95407266.0	1.2573e-06	3.2665e-32	1.131	0.81685	-0.18528	0.0	0.0	0.0	10	0.0	0
ENSG00000176444	13707	ENSG00000176444	1	155262868.0	1.1346e-06	1.0	0.273	2.5519	0.31327	0.0	0.0	0.0	7	0.0	0
ENSG00000176454	13708	ENSG00000176454	15	34358633.0	1.3543e-06	0.01067	0.616	1.5422	0.31374	0.0	0.0	0.0	6	0.0	0
ENSG00000176463	13709	ENSG00000176463	15	91853708.0	7.0242e-07	0.023554	0.638	1.7741	-1.7738	0.0	0.0	0.0	3	0.0	0
ENSG00000176472	13710	ENSG00000176472	19	43525497.0	3.3467e-07	5.491e-07	1.616	-0.45322	-0.30001	0.0	0.0	0.0	4	0.0	0
ENSG00000176473	13711	ENSG00000176473	14	100376418.0	8.7301e-07	3.2678e-08	0.943	1.1757	1.2507	0.0	0.0	0.0	6	0.0	0
ENSG00000176476	13712	ENSG00000176476	16	28553915.0	4.3499e-07	0.67382	0.582	4.0353	0.65598	0.0	0.0	0.0	1	0.0	0
ENSG00000176485	13713	ENSG00000176485	11	63573195.0	1.4022e-07	4.8737e-06	1.838	0.17313	0.68691	1.0	0.0	0.0	3	1.0	1
ENSG00000176490	13714	ENSG00000176490	19	2714567.0	7.3676e-08	0.35054	0.907	1.4741	-0.24385	0.0	0.0	0.0	2	0.0	0
ENSG00000176495	13715	ENSG00000176495	11	59358895.0	2.242e-09	0.31366	1.872	-1.6462	-1.3061	0.0	0.0	0.0	3	0.0	0
ENSG00000176510	13716	ENSG00000176510	7	143509256.0						0.0	0.0	0.0	6	0.0	0
ENSG00000176531	13717	ENSG00000176531	19	43474954.0	1.0413e-06	1.4327e-34	1.434	-2.5609	-1.9427	0.0	0.0	0.0	3	0.0	0
ENSG00000176532	13718	ENSG00000176532	7	29563835.0	4.7667e-08	0.00032522	1.954	-1.1007	-1.0098	0.0	0.0	0.0	5	0.0	0
ENSG00000176533	13719	ENSG00000176533	19	2511219.0	5.6384e-08	0.7162	0.869	0.56644	-0.10791	0.0	0.0	0.0	1	0.0	0
ENSG00000176540	13720	ENSG00000176540	11	48365485.0						0.0	0.0	0.0	9	0.0	0
ENSG00000176542	13721	ENSG00000176542	3	113648385.0	1.5514e-06	1.0	0.258	2.7954	1.6608	0.0	0.0	0.0	7	0.0	0
ENSG00000176547	13722	ENSG00000176547	11	48324920.0	1.6698e-08	0.14858	1.905	-1.4321	-1.993	0.0	0.0	0.0	8	0.0	0
ENSG00000176555	13723	ENSG00000176555	11	48306223.0	7.6457e-09	0.12618	1.927	-2.3412	-1.929	0.0	0.0	0.0	7	0.0	0
ENSG00000176563	13724	ENSG00000176563	17	42798800.0	5.7708e-07	0.51954	0.617	1.2045	1.5452	0.0	0.0	0.0	9	0.0	0
ENSG00000176566	13725	ENSG00000176566	8	87870747.0	4.6247e-07	6.8757e-07	1.096	0.34103	-1.1488	0.0	0.0	0.0	4	0.0	0
ENSG00000176567	13726	ENSG00000176567	11	48263861.0				-2.2739	-1.4852	0.0	0.0	0.0	6	0.0	0
ENSG00000176571	13727	ENSG00000176571	8	86866415.0	3.7511e-07	7.6046e-06	1.78	-1.36	-0.51155	0.0	0.0	0.0	3	0.0	0
ENSG00000176595	13728	ENSG00000176595	8	1973677.0	8.6775e-08	0.017064	1.949	-10.409	-11.097	0.0	0.0	0.0	4	0.0	0
ENSG00000176597	13729	ENSG00000176597	3	183253253.0	2.749e-07	0.85984	0.568	1.6313	0.0672	0.0	0.0	0.0	9	0.0	0
ENSG00000176601	13730	ENSG00000176601	2	134964485.0	1.2426e-06	1.6617e-20	0.961	1.4711	0.8605	0.0	0.0	0.0	7	0.0	0
ENSG00000176619	13731	ENSG00000176619	19	2427638.0	6.46e-07	0.99996	0.399	0.64085	-0.94881	1.0	1.0	0.0	2	2.0	1
ENSG00000176623	13732	ENSG00000176623	8	86468257.0	2.0403e-07	2.5646e-05	1.221	-1.003	-0.56778	0.0	0.0	0.0	1	0.0	0
ENSG00000176624	13733	ENSG00000176624	18	51174550.0	5.2263e-07	0.13562	0.715	1.5989	-1.1478	0.0	0.0	0.0	7	0.0	0
ENSG00000176635	13734	ENSG00000176635	22	30080464.0	1.9633e-07	6.0535e-06	1.524	0.6642	-0.01761	0.0	0.0	0.0	10	0.0	0
ENSG00000176641	13735	ENSG00000176641	18	61808067.0	1.5043e-07	0.00049534	1.339	0.72916	0.61225	0.0	0.0	0.0	7	0.0	0
ENSG00000176658	13736	ENSG00000176658	17	32492522.0	1.1748e-06	2.0073e-13	0.787	1.287	0.017884	0.0	0.0	0.0	6	0.0	0
ENSG00000176678	13737	ENSG00000176678	16	86576368.0	3.6528e-08	0.098414	1.84	-1.3059	-1.9011	1.0	0.0	0.0	1	1.0	1
ENSG00000176679	13738	ENSG00000176679	Y	3579067.0						0.0	0.0	0.0	4	0.0	0
ENSG00000176681	13739	ENSG00000176681	17	46292733.0	4.2611e-08	0.37913	1.424	2.6267	2.2264	0.0	0.0	0.0	7	0.0	0
