HGNC_ID	FUSIL	pLI_gnomAD	oe_lof	oe_lof_lower	oe_lof_upper	oe_mis	oe_mis_lower	oe_mis_upper	oe_syn	oe_syn_lower	oe_syn_upper	shet	RVIS	DDD_HI_percentage
HGNC:3340	VP	0.899	0	0	0.407	0.556	0.46	0.674	0.986	0.798	1.23	-	0.051233568	18.36
HGNC:3345	VP	0.532	0.206	0.1	0.47	0.519	0.458	0.59	1.11	0.968	1.26	0.239827353	-1.435982221	23.86
HGNC:33451	DL	6.5e-07	0.789	0.496	1.31	1.12	0.993	1.27	1.02	0.835	1.26	0.005538414	1.140408454	83.55
HGNC:33454	VP	0.996	0.0806	0.032	0.254	0.732	0.67	0.799	0.825	0.728	0.935	-	0.371887878	60.68
HGNC:3346	VP	0.000183	0.872	0.475	1.65	0.701	0.587	0.839	0.681	0.517	0.907	-	-	30.59
HGNC:33488	VP	7.89e-14	0.828	0.595	1.17	1.09	0.998	1.2	1.05	0.906	1.22	0.004298395	0.922933118	74.76
HGNC:33499	CL	1.78e-05	0.412	0.271	0.644	0.854	0.782	0.933	0.892	0.784	1.02	0.012644203	-0.601922979	44.56
HGNC:33543	VN	4.19e-18	1.55	1.09	1.93	0.932	0.813	1.07	1.06	0.855	1.31	-	1.138892286	95.48
HGNC:33547	VP	0.00762	0.597	0.293	1.35	0.998	0.865	1.15	1.07	0.873	1.32	0.00664892	1.119107262	35.53
HGNC:3355	VP	1.99e-28	0.915	0.72	1.17	1.01	0.942	1.09	1.02	0.906	1.14	-	-0.220042365	70.38
HGNC:33627	VP	0.0157	0.665	0.3	1.61	0.996	0.863	1.15	1.17	0.966	1.43	-	-	86.38
HGNC:33628	VP	0.000714	1.44	0.627	1.93	0.858	0.718	1.03	0.99	0.779	1.27	-	-	85.2
HGNC:3363	VP	0.00618	0.345	0.202	0.623	0.827	0.741	0.923	0.848	0.713	1.01	0.044989099	-0.565473586	74.33
HGNC:33631	VP	2.7e-20	0.689	0.534	0.897	0.923	0.862	0.989	1.04	0.937	1.15	0.009721147	0.490703271	60.38
HGNC:3368	VP	9.18e-07	0.537	0.354	0.839	0.87	0.785	0.964	0.911	0.782	1.06	0.010811472	0.989867028	74.06
HGNC:33716	VN	3.92e-08	0.918	0.587	1.48	0.8	0.688	0.932	0.828	0.648	1.07	0.001434639	0.183220836	50
HGNC:3372	DL	0.985	0.116	0.052	0.299	0.861	0.783	0.948	1.11	0.972	1.26	0.040218421	-1.22946004	16.79
HGNC:33725	VP	0.0285	0.926	0.345	1.86	0.828	0.672	1.03	1.19	0.906	1.59	0.033986328	0.307544592	85.84
HGNC:33732	VP	1.4e-05	0.866	0.507	1.54	0.73	0.604	0.886	1.05	0.815	1.35	-	-0.0202404	30.51
HGNC:3374	DL	0.5	0.218	0.127	0.393	1	0.929	1.08	1.36	1.23	1.5	0.08008059	-0.631518314	13.31
HGNC:33741	VP	0.799	0.104	0.036	0.494	0.836	0.732	0.957	0.99	0.833	1.18	0.055860872	-0.1099844	38.82
HGNC:33748	VP	2.33e-05	1.01	0.567	1.75	0.873	0.745	1.03	1.03	0.813	1.31	0.010810443	-0.118717365	78.52
HGNC:33752	VN	4.99e-05	0.871	0.493	1.6	0.736	0.592	0.919	1.09	0.823	1.45	0.004820879	0.270648945	65.43
HGNC:33758	VP	0.104	0.299	0.146	0.685	0.556	0.485	0.637	0.695	0.585	0.829	0.011901989	-0.033162513	52.69
HGNC:33762	VP	5.89e-10	1.19	0.771	1.79	0.966	0.83	1.13	0.966	0.764	1.23	-	-	86.56
HGNC:33763	VP	0.601	0	0	1.04	0.784	0.615	1.01	0.791	0.565	1.13	-	-	69.66
HGNC:3377	SV	2.54e-05	0.353	0.241	0.53	0.865	0.796	0.938	0.965	0.848	1.1	0.019565867	0.111483602	7.28
HGNC:3378	VP	0.917	0.185	0.108	0.334	0.755	0.694	0.821	0.855	0.757	0.966	0.021443918	-0.771882457	14.68
HGNC:33800	VP	5.11e-06	2.59	0.99	1.97	0.972	0.874	1.08	0.962	0.825	1.12	0.007747987	1.116074922	92.05
HGNC:33825	VP	0.0262	0.539	0.244	1.37	0.604	0.451	0.819	1.01	0.698	1.5	0.003579175	0.407540381	87.47
HGNC:33842	VN	0.325	0.239	0.084	1.12	1.11	0.936	1.33	1.06	0.816	1.39	0.004804911	0.099536972	89.86
HGNC:33848	DL	0.0988	0.42	0.17	1.3	0.81	0.613	1.08	0.905	0.612	1.37	0.03166761	0.329202317	44.9
HGNC:33867	VP	0.09	1.11	0.278	1.9	0.755	0.589	0.977	0.74	0.52	1.08	-	-	74.19
HGNC:3389	VP	3.15e-05	0.361	0.243	0.548	0.823	0.762	0.888	1.11	0.998	1.24	0.024210069	-1.279563864	5.73
HGNC:339	SV	0.758	0.112	0.039	0.529	0.856	0.765	0.959	1.29	1.12	1.49	0.076056202	-0.177978611	20.99
HGNC:33904	VP	3.32e-06	0.751	0.462	1.27	0.721	0.639	0.815	0.612	0.497	0.756	-	-	60.62
HGNC:33911	DL	0.493	0.169	0.059	0.803	0.846	0.697	1.03	0.998	0.761	1.32	0.199325094	0.347471032	60.59
HGNC:33914	VP	0.00134	0.724	0.377	1.49	0.791	0.647	0.971	0.75	0.542	1.06	-	-	57.86
HGNC:33941	VN	0.00151	0.551	0.301	1.09	0.76	0.663	0.872	1.12	0.953	1.31	-	-	72.61
HGNC:34	VP	5.85e-47	0.764	0.642	0.913	1.03	0.987	1.08	1.08	1.01	1.16	0.00754663	2.664998103	18.63
HGNC:3403	VP	2.19e-07	0.694	0.451	1.1	0.97	0.851	1.11	0.937	0.747	1.18	0.017076401	0.554764647	62.97
HGNC:3418	CL	6.51e-09	0.36	0.268	0.488	0.829	0.777	0.884	1.09	0.992	1.2	0.015260834	-1.70856162	20.84
HGNC:3419	VP	0.00312	0.293	0.192	0.458	0.885	0.814	0.962	0.949	0.832	1.08	0.036707264	-0.046703293	6.64
HGNC:34237	DL	9.68e-06	0.408	0.272	0.629	0.722	0.665	0.785	0.784	0.694	0.888	-	-	10.89
HGNC:343	CL	0.0305	0.321	0.175	0.634	0.746	0.664	0.837	1.07	0.924	1.25	0.058690745	-0.284832879	18.88
HGNC:3435	CL	2.74e-11	0.568	0.41	0.798	0.851	0.781	0.927	0.955	0.84	1.09	0.009692832	-1.358704234	16.21
HGNC:34352	SV	8.45e-11	1.06	0.71	1.62	1.04	0.887	1.22	1.27	0.997	1.62	0.001103173	0.576422672	67.74
HGNC:34354	DL	0.000256	0.54	0.316	0.974	0.648	0.556	0.758	1.01	0.846	1.22	-	-	60.76
HGNC:3437	DL	9.94e-13	0.579	0.426	0.798	0.972	0.91	1.04	0.997	0.899	1.11	0.009665516	1.403493571	52.57
HGNC:34396	VP	0.023	0.568	0.257	1.43	0.99	0.808	1.22	0.827	0.586	1.19	0.000660032	0.589705494	48.32
HGNC:344	VP	0.996	0.131	0.067	0.275	0.354	0.303	0.415	0.977	0.837	1.14	0.216678606	-0.57920186	8.43
HGNC:34407	VP	2.5e-15	0.964	0.692	1.37	0.939	0.852	1.03	1	0.865	1.16	0.004782766	0.84040301	55.39
HGNC:34416	VP	3.98e-05	0.909	0.514	1.65	0.949	0.839	1.07	0.809	0.675	0.975	0.011103273	1.197452561	84.72
HGNC:3444	DL	-	-	-	-	-	-	-	-	-	-	-	-	36.32
HGNC:3446	DL	0.97	0.125	0.056	0.323	0.576	0.508	0.654	0.975	0.839	1.14	0.065988427	-0.667787422	7.08
HGNC:34518	VP	0.315	0.241	0.098	0.76	1.03	0.873	1.22	0.955	0.736	1.25	0.004286483	0.307544592	59.37
HGNC:346	VP	0.0214	0.316	0.179	0.594	0.925	0.853	1	1.02	0.912	1.15	0.014055813	-0.056595701	87
HGNC:347	SV	0.901	0.207	0.142	0.308	1.13	1.1	1.17	1.05	0.997	1.1	0.047805225	2.580755228	24.81
HGNC:3471	VP	0.562	0.195	0.088	0.505	0.621	0.543	0.709	0.949	0.809	1.12	0.051548977	-0.693277856	28.66
HGNC:3483	DL	2.42e-12	0.707	0.508	1	0.933	0.85	1.03	1.01	0.866	1.17	0.010674468	-0.587485081	46.5
HGNC:349	VP	2.72e-10	1.1	0.724	1.69	1.08	0.964	1.2	0.872	0.722	1.06	0.001942593	0.380621572	64.1
HGNC:3492	VP	0.975	0.0636	0.022	0.302	0.625	0.553	0.706	1	0.856	1.18	0.183622498	-	21.33
HGNC:3496	VP	8.34e-13	1.37	0.92	1.88	1.11	0.972	1.28	1.04	0.825	1.32	0.000806074	1.044951274	54.46
HGNC:3500	VP	0.0739	0.323	0.158	0.739	0.951	0.85	1.07	1.02	0.858	1.23	0.040485593	-0.108020458	68.29
HGNC:3508	CL	1	0.048	0.019	0.151	0.643	0.579	0.714	1.17	1.03	1.34	0.0258568	-1.470565118	1.68
HGNC:35121	VP	0.0575	0.568	0.228	1.62	0.925	0.773	1.11	0.706	0.522	0.968	-	-	89.15
HGNC:35126	VP	0.301	0	0	1.89	1.04	0.663	1.65	1.89	1.06	1.96	-	-	76.21
HGNC:3519	SV	0.991	0.138	0.071	0.29	0.83	0.751	0.918	0.975	0.84	1.14	0.081914905	-0.025851408	1.33
HGNC:352	VP	2.34e-06	0.925	0.556	1.59	0.907	0.747	1.11	0.595	0.414	0.873	0.00166233	0.363066933	38.01
HGNC:3522	DL	0.0625	0.261	0.16	0.443	0.814	0.737	0.899	0.84	0.715	0.989	0.03202379	-0.034584628	3.86
HGNC:3526	VP	-	-	-	-	-	-	-	-	-	-	-	-	25.83
HGNC:3528	DL	2.73e-06	0.59	0.377	0.956	0.792	0.713	0.881	0.978	0.846	1.13	0.027180185	-0.484461606	72.12
HGNC:3531	VP	2.5e-07	0.475	0.324	0.713	0.847	0.776	0.925	1.05	0.928	1.19	0.006830666	0.095887437	36.61
HGNC:3535	SV	0.00112	0.331	0.211	0.537	0.689	0.621	0.763	0.94	0.82	1.08	0.063995073	-0.581425301	6.02
HGNC:3538	VP	0.000798	0.632	0.345	1.25	0.883	0.782	0.998	0.953	0.794	1.15	0.001912847	-0.060876771	41.18
HGNC:35409	VP	0.839	0	0	0.504	0.554	0.456	0.676	0.969	0.786	1.2	-	-	73.19
HGNC:3544	SV	1.53e-05	0.539	0.338	0.892	0.913	0.827	1.01	0.863	0.741	1.01	0.006623218	0.068435925	80.84
HGNC:3555	VP	1.03e-06	1.35	0.765	1.91	0.793	0.638	0.99	0.93	0.692	1.27	0.012467215	-0.141177232	53.94
HGNC:356	DL	4.42e-31	0.781	0.629	0.976	0.985	0.932	1.04	1.03	0.945	1.12	0.004366323	2.88985514	49.97
HGNC:3573	DL	0.534	0	0	1.28	0.79	0.671	0.934	1.21	0.997	1.48	0.181285297	-0.359431702	68.73
HGNC:3574	VP	0.413	0.222	0.121	0.439	0.346	0.291	0.411	0.808	0.677	0.966	0.025305998	-0.483399181	41.56
HGNC:3576	VP	0.00258	0.357	0.214	0.622	0.582	0.51	0.666	0.825	0.7	0.975	0.021693537	-0.403900636	57.88
HGNC:3591	VN	5.83e-06	0.348	0.244	0.506	0.906	0.846	0.97	1.05	0.955	1.16	0.031231845	0.02834114	39.06
HGNC:3592	CL	0.00679	0.323	0.194	0.564	0.81	0.732	0.897	1.02	0.883	1.17	0.027742559	-0.423235605	28.53
HGNC:36	VP	1.06e-25	0.673	0.538	0.848	1.04	0.982	1.1	0.947	0.856	1.05	0.007232053	0.965085193	84.32
HGNC:360	VP	6.68e-12	0.757	0.536	1.09	0.967	0.884	1.06	0.975	0.855	1.11	-	1.461459737	83.92
HGNC:3607	SV	-	-	-	-	-	-	-	-	-	-	-	-	40.58
HGNC:3611	SV	0.59	0.145	0.05	0.686	0.997	0.784	1.28	0.852	0.569	1.31	0.035784274	0.125381907	47.83
HGNC:3616	VP	8.21e-05	0.653	0.382	1.18	0.893	0.783	1.02	1.16	0.966	1.4	-	0.738446191	80.62
HGNC:3629	DL	1.93e-14	1.1	0.775	1.6	1.73	1.59	1.88	2.02	1.73	1.99	-	-0.036455125	50.39
HGNC:3638	DL	0.083	0.46	0.187	1.41	0.844	0.68	1.05	1.06	0.769	1.48	0.024965034	0.207907636	59.79
HGNC:3657	VP	3.68e-15	0.628	0.471	0.847	0.777	0.715	0.845	1.03	0.917	1.15	0.020639279	-0.958601198	31.19
HGNC:3666	DL	0.923	0	0	0.368	0.748	0.623	0.902	1.08	0.848	1.38	0.261577461	0.103725672	0.55
HGNC:3676	VP	-	-	-	-	-	-	-	-	-	-	-	-	1.69
HGNC:3679	VP	6.79e-07	1.47	0.818	1.93	1.23	1.06	1.43	1.04	0.813	1.34	-	0.989785916	74.97
HGNC:368	SV	0.117	0.252	0.151	0.439	0.789	0.712	0.874	1.02	0.88	1.18	0.063491495	-0.386339418	16.82
HGNC:3681	DL	9.69e-05	1.01	0.544	1.78	1	0.869	1.16	1.02	0.823	1.26	0.012236603	0.29310644	57.44
HGNC:3685	VP	0.783	0.107	0.037	0.509	0.553	0.442	0.697	0.953	0.712	1.29	0.266275792	-0.246518438	1.27
HGNC:3686	DL	0.649	0.167	0.067	0.527	0.627	0.531	0.743	0.951	0.776	1.17	0.190923217	-0.1099844	1.42
HGNC:3687	DL	0.954	0	0	0.313	0.599	0.493	0.73	0.997	0.795	1.26	0.290486658	-0.188321223	1.78
HGNC:3688	DL	1	0.0993	0.048	0.227	0.701	0.641	0.766	1.16	1.05	1.3	0.22342896	-1.799143981	0.42
HGNC:369	VP	0.988	0.182	0.115	0.294	0.958	0.906	1.01	1	0.92	1.1	0.06461856	-0.202768355	52.94
HGNC:3691	VP	5.96e-13	0.634	0.464	0.88	0.856	0.791	0.926	1.06	0.957	1.18	0.01422318	0.224847242	18.87
HGNC:37	VP	4.46e-55	0.888	0.748	1.06	1.08	1.04	1.13	1.03	0.965	1.1	-	3.515120051	82.8
HGNC:3706	VP	2.13e-09	0.391	0.289	0.537	0.724	0.672	0.778	0.996	0.901	1.1	0.017827546	0.080385513	41.4
HGNC:3719	VN	0.000706	0.532	0.302	1	0.999	0.857	1.17	1.03	0.801	1.33	0.046801697	-0.162831998	8.53
HGNC:37207	VP	4.9e-10	0.78	0.533	1.17	0.963	0.87	1.07	1.02	0.886	1.18	0.004258359	-	71.39
HGNC:3721	SV	0.682	0.189	0.092	0.433	0.703	0.621	0.797	0.886	0.739	1.07	0.066047315	-0.005355384	30.71
HGNC:37213	VP	0.0381	0.742	0.29	1.79	1.2	0.995	1.46	1.1	0.823	1.48	0.002742807	0.663857098	72.38
HGNC:3722	VP	-	-	-	-	-	-	-	-	-	-	-	-	65.69
HGNC:37236	VP	2.63e-14	1.2	0.836	1.73	1.06	0.915	1.24	1.03	0.814	1.33	-	-	95.86
HGNC:37237	VP	1.01e-16	1.4	0.984	1.87	1.16	1.03	1.31	1.14	0.953	1.38	-	-	90.17
HGNC:37243	VP	0.199	0.371	0.129	1.56	0.716	0.503	1.04	0.834	0.488	1.49	-	-	80.33
HGNC:37253	VP	4.09e-09	0.731	0.494	1.11	0.775	0.683	0.879	0.833	0.69	1.01	-	-	69.42
HGNC:3750	DL	3.47e-12	0.459	0.344	0.619	0.95	0.894	1.01	1.17	1.08	1.28	0.018541989	-0.245807432	25.05
HGNC:3755	DL	4.88e-10	0.34	0.262	0.446	0.836	0.798	0.875	1	0.94	1.07	0.015090785	-0.025307657	12.25
HGNC:3782	CL	0.997	0.0473	0.016	0.224	0.814	0.712	0.932	1.06	0.877	1.29	0.263991215	-0.167375825	28.66
HGNC:3785	CL	0.335	0.23	0.125	0.454	0.729	0.646	0.824	1.06	0.908	1.24	0.032488017	-0.29169617	19.93
HGNC:3788	VP	2.27e-08	0.497	0.346	0.73	0.764	0.693	0.843	0.938	0.809	1.09	0.033148651	-0.727050946	58.36
HGNC:379	SV	3.07e-16	0.326	0.268	0.398	0.984	0.947	1.02	0.945	0.884	1.01	0.013782046	-0.770623791	30.07
HGNC:3791	DL	0.0983	0.303	0.148	0.693	0.836	0.719	0.975	0.878	0.694	1.12	-	0.009437136	71.28
HGNC:3797	VP	0.952	0.0721	0.025	0.342	0.696	0.607	0.799	0.916	0.772	1.09	0.060792947	-0.403900636	10.69
HGNC:38	VP	5.12e-51	0.979	0.814	1.18	1.02	0.958	1.08	0.94	0.854	1.04	-	2.841794794	81.9
HGNC:3819	DL	0.997	0	0	0.176	0.708	0.633	0.792	1.08	0.938	1.26	0.232827036	-0.382954749	2
HGNC:382	VP	8.08e-09	0.835	0.551	1.31	1.03	0.909	1.17	1.17	0.975	1.42	0.00108264	0.788266284	77.15
HGNC:3821	VP	0.997	0	0	0.172	0.767	0.695	0.846	1.12	0.996	1.27	-	-0.988722742	5.02
HGNC:3823	DL	1	0.0697	0.031	0.18	0.659	0.593	0.732	1.17	1.03	1.33	0.047885255	-1.558011052	0.14
HGNC:3826	VP	-	-	-	-	0.882	0.78	0.998	1.26	1.08	1.49	0.024640497	0.325099704	79.55
HGNC:388	VP	1.96e-07	0.702	0.456	1.12	0.945	0.834	1.07	1.1	0.906	1.35	0.007254455	-0.429744291	72.01
HGNC:389	SV	2.48e-10	0.979	0.654	1.5	1.07	0.954	1.2	1.12	0.946	1.32	0.010710681	1.403612339	66.13
HGNC:39	VP	9.83e-45	0.856	0.71	1.04	0.908	0.855	0.964	0.952	0.865	1.05	-	0.434942302	75.69
HGNC:3942	CL	1	0.127	0.087	0.186	0.477	0.448	0.508	0.952	0.887	1.02	0.123711459	-4.715272194	0.59
HGNC:395	DL	0.000295	0.463	0.278	0.807	0.743	0.652	0.849	0.983	0.818	1.19	0.023579808	-0.216034194	32.28
HGNC:3951	CL	0.333	0.236	0.095	0.742	0.884	0.744	1.06	1.05	0.827	1.33	0.234527925	0.059611112	66.77
HGNC:3953	SV	0.56	0.183	0.074	0.575	0.407	0.317	0.527	0.844	0.655	1.1	0.27689106	-0.202403282	12.86
HGNC:3969	VP	2.16e-10	0.761	0.525	1.13	1.1	1.01	1.2	1.29	1.14	1.46	0.007185893	-1.715081341	4.43
HGNC:3972	VP	0.906	0.145	0.065	0.374	0.835	0.728	0.959	0.878	0.707	1.1	0.062558194	0.147483788	10.59
HGNC:3973	VP	0.914	0	0	0.383	0.584	0.481	0.712	1.03	0.833	1.29	-	0.110944375	62.68
HGNC:3976	DL	0.161	0.291	0.131	0.751	0.737	0.608	0.898	1.2	0.955	1.53	0.261783822	-0.340806296	0.79
HGNC:3978	VP	4.79e-11	0.548	0.396	0.771	0.925	0.859	0.996	1.03	0.926	1.15	0.004339764	1.244798851	65.93
HGNC:3999	VP	1.61e-09	1.65	0.972	1.95	1.14	0.972	1.34	1.02	0.789	1.33	0.00476682	-0.46058425	16.73
HGNC:40032	VN	-	-	-	-	0.868	0.639	1.2	0.963	0.635	1.5	-	-	98.58
HGNC:40041	VP	4.64e-05	0.883	0.5	1.61	0.78	0.649	0.942	0.756	0.567	1.02	-	-	70.07
HGNC:40049	VN	0.446	0.212	0.096	0.549	0.87	0.759	0.998	0.735	0.583	0.932	-	-	45.88
HGNC:40050	VP	0.0488	0.356	0.174	0.815	0.622	0.536	0.723	0.78	0.642	0.953	-	-	60.28
HGNC:4006	VP	2.69e-08	0.623	0.421	0.947	0.839	0.75	0.94	0.939	0.796	1.11	0.010435302	0.027351501	74.08
HGNC:4010	DL	1	0.1	0.048	0.229	0.651	0.581	0.729	1.24	1.09	1.43	0.384441876	-0.803520032	2.33
HGNC:4012	VP	0.000539	0.688	0.376	1.35	0.917	0.819	1.03	0.982	0.834	1.16	0.008333705	0.044462352	82.58
HGNC:4013	VP	6.46e-14	1.48	0.995	1.92	1.03	0.92	1.15	1.13	0.962	1.33	0.035250638	2.078783568	83.54
HGNC:4024	SV	1	0.0721	0.032	0.186	0.623	0.561	0.692	0.944	0.821	1.09	0.072282839	0.185182217	11.43
HGNC:4036	VP	0.25	0.235	0.141	0.411	1.04	0.963	1.13	1.1	0.969	1.25	0.045283779	0.138487075	49.04
HGNC:4037	DL	0.995	0.12	0.058	0.275	0.355	0.304	0.415	0.986	0.849	1.15	0.039550976	-0.952630212	0.92
HGNC:404	VP	2.46e-09	0.697	0.476	1.05	0.782	0.704	0.869	1.07	0.93	1.23	0.003154147	-0.528576706	34.74
HGNC:4040	DL	0.684	0.179	0.081	0.463	0.457	0.401	0.521	0.86	0.745	0.993	-	-0.49818881	14.63
HGNC:4041	SV	-	-	-	-	-	-	-	-	-	-	-	-	14.63
HGNC:4043	DL	0.986	0.0578	0.02	0.274	0.557	0.498	0.625	0.825	0.723	0.943	0.206751228	-0.425555093	20.39
HGNC:4044	VN	2.63e-12	0.747	0.533	1.07	0.788	0.716	0.868	0.921	0.796	1.07	0.010071349	-0.709939298	32.67
HGNC:405	VP	3.52e-17	1.1	0.795	1.54	0.95	0.859	1.05	1.09	0.949	1.26	0.002113263	1.76346545	68.52
HGNC:4068	VP	0.832	0	0	0.515	0.592	0.453	0.782	1.07	0.785	1.49	0.217408139	0.029933639	15.91
HGNC:407	VP	2.3e-06	0.785	0.484	1.33	1.03	0.941	1.13	0.965	0.838	1.12	0.011454541	0.136168096	51.9
HGNC:4071	DL	0.998	0.0747	0.03	0.235	0.433	0.369	0.508	1.07	0.899	1.27	0.090597701	-0.835522335	16.15
HGNC:4088	VP	0.839	0.17	0.083	0.389	0.567	0.495	0.651	1.01	0.862	1.19	0.244855429	-0.401225833	42.8
HGNC:409	DL	0.154	0.257	0.14	0.507	0.625	0.554	0.706	0.971	0.836	1.13	0.073668895	-0.505407024	34.78
HGNC:4091	VP	1.29e-05	0.55	0.345	0.911	0.946	0.855	1.05	0.95	0.813	1.11	0.006516029	0.84040301	29.39
HGNC:4093	VP	0.706	0.202	0.114	0.379	0.763	0.688	0.847	1.02	0.875	1.18	0.055312059	-0.29508079	2.78
HGNC:4114	VP	4.79e-06	1.03	0.599	1.74	0.978	0.813	1.18	1.08	0.834	1.41	0.003987122	0.441404668	61.07
HGNC:4119	VP	1.19e-13	0.862	0.615	1.23	1.07	0.963	1.18	0.788	0.651	0.957	0.005856586	-0.190900604	28.26
HGNC:414	CL	0.00545	0.38	0.215	0.713	0.944	0.847	1.05	1.29	1.12	1.49	0.024232945	-0.532765742	11.28
HGNC:4140	DL	0.0216	0.44	0.216	1.01	1.02	0.897	1.17	1.02	0.829	1.25	0.019726015	-0.261308754	19.61
HGNC:4162	CL	0.175	0.243	0.146	0.424	0.804	0.734	0.881	1.01	0.884	1.16	0.045313187	-0.098839167	18.9
HGNC:4163	DL	0.000297	0.327	0.218	0.503	0.849	0.785	0.917	0.977	0.867	1.1	0.019783353	-0.031463008	9.36
HGNC:4169	VP	0.83	0.187	0.101	0.368	0.608	0.538	0.687	1.05	0.911	1.22	0.02824223	-0.733558658	15.42
HGNC:417	SV	1.01e-06	0.663	0.424	1.07	1.27	1.14	1.4	1.22	1.03	1.45	0.005359227	0.079843149	16.09
HGNC:4171	DL	0.981	0.0607	0.021	0.288	0.66	0.585	0.743	1.14	1	1.31	0.219804672	-0.556740678	1.46
HGNC:4175	VP	0.0543	0.283	0.16	0.532	0.574	0.5	0.66	0.911	0.755	1.1	0.064510789	-0.611910272	17.95
HGNC:418	VP	0.07	0.301	0.156	0.633	0.782	0.689	0.888	0.882	0.73	1.07	0.043072676	-0.372707424	12.4
HGNC:4180	DL	4.07e-12	0.686	0.493	0.972	0.96	0.877	1.05	0.909	0.78	1.06	-	0.822935757	9.2
HGNC:4181	CL	3e-15	0.432	0.336	0.559	0.786	0.742	0.832	1.02	0.936	1.1	0.023411194	-3.241348572	10.62
HGNC:4183	VP	3.96e-10	0.678	0.472	0.995	0.972	0.885	1.07	1.01	0.869	1.17	0.007803916	-0.097324331	87.39
HGNC:4185	VP	0.417	0.212	0.086	0.667	0.807	0.707	0.923	0.911	0.756	1.1	0.098279616	0.402635468	54.33
HGNC:4187	VP	2.05e-10	0.709	0.494	1.04	0.921	0.826	1.03	1.04	0.879	1.22	0.010605277	0.48863586	57.25
HGNC:4195	SV	-	-	-	-	-	-	-	-	-	-	-	-	8.08
HGNC:42	SV	5.25e-12	0.467	0.348	0.633	0.872	0.815	0.931	1.11	1.01	1.23	0.012776527	0.04429313	30.88
HGNC:4208	DL	0.00167	0.683	0.355	1.42	0.992	0.817	1.21	0.774	0.539	1.14	0.026880769	-0.173884819	36.73
HGNC:4212	VP	-	-	-	-	-	-	-	-	-	-	-	-	-
HGNC:4215	VP	0.00528	0.429	0.234	0.847	0.878	0.794	0.971	0.99	0.862	1.14	0.046347411	-0.557095453	54.67
HGNC:4216	DL	0.98	0.0614	0.021	0.291	0.444	0.377	0.524	0.748	0.614	0.915	0.213638056	-0.326723922	14.75
HGNC:4217	VP	0.00247	0.497	0.271	0.982	0.94	0.845	1.05	1.26	1.1	1.44	0.016764038	0.055513882	35.53
HGNC:4227	DL	0.812	0.174	0.085	0.398	0.681	0.601	0.774	0.769	0.628	0.945	0.130513922	-0.092069006	20.83
HGNC:4238	DL	0.000455	0.492	0.288	0.888	0.923	0.819	1.04	1.13	0.954	1.33	0.0090432	0.786750795	44.81
HGNC:4241	DL	0.857	0.193	0.112	0.347	0.376	0.328	0.431	0.871	0.746	1.02	0.047873204	-0.773131914	22.36
HGNC:4242	VP	5.66e-09	0.514	0.361	0.747	0.773	0.706	0.847	1.05	0.934	1.19	0.006184625	-1.287217311	46.65
HGNC:4249	CL	0.277	0.247	0.111	0.638	0.725	0.621	0.848	1.15	0.939	1.41	0.092714717	-0.143046614	17.83
HGNC:4265	VP	0.144	0.347	0.141	1.09	0.857	0.689	1.07	1.09	0.79	1.53	0.026824055	0.118163119	11.05
HGNC:4266	VP	8.74e-08	0.615	0.41	0.947	1.07	0.964	1.18	1.23	1.06	1.43	0.006432215	0.233841096	44.2
HGNC:4267	VN	0.00732	0.473	0.246	0.994	0.946	0.845	1.06	1.16	0.995	1.35	0.023817393	-0.229311238	19.57
HGNC:428	VP	7.81e-58	0.727	0.623	0.85	1.16	1.13	1.2	1.11	1.05	1.18	0.009347919	-0.51988551	78.65
HGNC:4280	DL	-	-	-	-	-	-	-	-	-	-	-	-	-
HGNC:4281	VP	0.00999	0.441	0.229	0.926	1.04	0.944	1.16	1.2	1.05	1.38	0.006186097	-0.350602562	52.92
HGNC:4285	DL	0.00215	0.64	0.333	1.34	1.12	0.992	1.26	0.91	0.745	1.12	0.003421817	0.715630474	46.44
HGNC:4286	VP	0.000529	0.931	0.48	1.76	1.13	1	1.27	1.3	1.1	1.54	-	1.938016716	63.1
HGNC:43	VP	-	-	-	-	-	-	-	-	-	-	-	-	30.34
HGNC:4311	VP	0.567	0.213	0.124	0.385	0.596	0.53	0.669	0.898	0.77	1.05	0.048322061	-0.397391396	32.92
HGNC:4313	DL	5.19e-26	0.836	0.656	1.08	1.19	1.11	1.27	1.41	1.28	1.55	0.008725997	-0.888932079	30.92
HGNC:4315	CL	1.41e-10	0.544	0.391	0.771	0.868	0.793	0.95	0.886	0.767	1.03	0.013178194	-0.903873979	43.09
HGNC:4316	SV	1	0.119	0.071	0.208	0.768	0.715	0.825	1.27	1.16	1.39	0.082542423	-1.836000796	22.98
HGNC:4324	VN	0.28	0.235	0.133	0.441	0.707	0.627	0.797	1.1	0.952	1.28	0.023147373	0.273766671	10.34
HGNC:4329	DL	0.00131	0.384	0.231	0.671	0.845	0.756	0.946	0.867	0.725	1.04	0.023551186	-0.529736495	35.64
HGNC:433	VP	3.95e-24	1.05	0.798	1.39	1	0.921	1.09	1.15	1.02	1.3	0.003373356	0.607349748	75.36
HGNC:43619	VP	-	-	-	-	-	-	-	-	-	-	-	-	-
HGNC:4369	VP	0.993	0.0848	0.034	0.267	0.639	0.555	0.736	0.857	0.707	1.04	0.262775966	-0.396682558	3.84
