chrom	chromStart	chromEnd	ENSG_ID	geneName	pLI	zscore_mis	zscore_syn	loeuf	missense	synonymous
chr15	64739890	64775589	ENSG00000166831	RBPMS2	0.88	0.94	-0.71	0.42	Missense exp: 119.9, obs: 91, Z = 0.94, o/e = 0.76 (0.64 - 0.90)	Synonymous exp: 49.7, obs: 56, Z = -0.71, o/e = 1.13 (0.91 - 1.41)
chr15	64815631	64825668	ENSG00000140451	PIF1	0.0	0.31	1.57	1.32	Missense exp: 312.5, obs: 297, Z = 0.31, o/e = 0.95 (0.86 - 1.05)	Synonymous exp: 131.9, obs: 109, Z = 1.57, o/e = 0.83 (0.71 - 0.97)
chr15	64841914	64868002	ENSG00000241839	PLEKHO2	0.03	0.25	0.05	0.62	Missense exp: 280.6, obs: 269, Z = 0.25, o/e = 0.96 (0.87 - 1.06)	Synonymous exp: 112.7, obs: 112, Z = 0.05, o/e = 0.99 (0.85 - 1.16)
chr15	64841947	64930920	ENSG00000249240	AC069368.3	0.04	0.46	-0.68	0.71	Missense exp: 131.8, obs: 117, Z = 0.46, o/e = 0.89 (0.76 - 1.03)	Synonymous exp: 52.8, obs: 59, Z = -0.68, o/e = 1.12 (0.91 - 1.39)
chr15	64963021	64989914	ENSG00000090487	SPG21	0.0	1.16	-0.51	0.83	Missense exp: 169.4, obs: 127, Z = 1.16, o/e = 0.75 (0.65 - 0.87)	Synonymous exp: 61.0, obs: 66, Z = -0.51, o/e = 1.08 (0.89 - 1.33)
chr15	65001511	65029639	ENSG00000103707	MTFMT	0.0	-0.46	-0.38	1.01	Missense exp: 195.8, obs: 214, Z = -0.46, o/e = 1.09 (0.98 - 1.22)	Synonymous exp: 71.9, obs: 76, Z = -0.38, o/e = 1.06 (0.88 - 1.28)
chr15	65045386	65053397	ENSG00000186198	SLC51B	0.24	0.46	0.92	1.36	Missense exp: 64.3, obs: 54, Z = 0.46, o/e = 0.84 (0.67 - 1.05)	Synonymous exp: 24.9, obs: 19, Z = 0.92, o/e = 0.76 (0.53 - 1.12)
chr15	65053336	65067991	ENSG00000103710	RASL12	0.0	0.63	0.19	1.21	Missense exp: 154.1, obs: 132, Z = 0.63, o/e = 0.86 (0.74 - 0.99)	Synonymous exp: 69.0, obs: 67, Z = 0.19, o/e = 0.97 (0.80 - 1.19)
chr15	65076745	65079948	ENSG00000234438	KBTBD13	0.0	-0.59	-1.44	1.87	Missense exp: 279.4, obs: 307, Z = -0.59, o/e = 1.10 (1.00 - 1.21)	Synonymous exp: 145.9, obs: 168, Z = -1.44, o/e = 1.15 (1.01 - 1.31)
chr15	65092759	65115200	ENSG00000246922	UBAP1L	0.01	0.74	0.87	1.03	Missense exp: 153.8, obs: 128, Z = 0.74, o/e = 0.83 (0.72 - 0.96)	Synonymous exp: 69.2, obs: 60, Z = 0.87, o/e = 0.87 (0.70 - 1.07)
chr15	65117378	65133808	ENSG00000090470	PDCD7	0.0	0.75	0.83	1.12	Missense exp: 181.5, obs: 153, Z = 0.75, o/e = 0.84 (0.74 - 0.96)	Synonymous exp: 76.3, obs: 67, Z = 0.83, o/e = 0.88 (0.72 - 1.08)
chr15	65148218	65185342	ENSG00000166855	CLPX	0.92	1.81	0.35	0.34	Missense exp: 335.5, obs: 242, Z = 1.81, o/e = 0.72 (0.65 - 0.80)	Synonymous exp: 119.8, obs: 115, Z = 0.35, o/e = 0.96 (0.82 - 1.12)
chr15	65194759	65211473	ENSG00000138615	CILP	0.0	0.17	0.57	1.29	Missense exp: 705.7, obs: 693, Z = 0.17, o/e = 0.98 (0.92 - 1.05)	Synonymous exp: 270.0, obs: 258, Z = 0.57, o/e = 0.96 (0.86 - 1.06)
chr15	65258093	65286872	ENSG00000138617	PARP16	0.0	0.37	0.01	1.48	Missense exp: 180.9, obs: 167, Z = 0.37, o/e = 0.92 (0.81 - 1.05)	Synonymous exp: 77.2, obs: 77, Z = 0.01, o/e = 1.00 (0.83 - 1.21)
chr15	65327126	65378002	ENSG00000174498	IGDCC3	0.0	0.58	0.3	0.77	Missense exp: 488.9, obs: 453, Z = 0.58, o/e = 0.93 (0.86 - 1.00)	Synonymous exp: 217.6, obs: 212, Z = 0.30, o/e = 0.97 (0.87 - 1.09)
chr15	65381483	65422947	ENSG00000103742	IGDCC4	0.0	1.73	0.62	0.55	Missense exp: 718.8, obs: 588, Z = 1.73, o/e = 0.82 (0.76 - 0.88)	Synonymous exp: 319.2, obs: 305, Z = 0.62, o/e = 0.96 (0.87 - 1.05)
chr15	65442462	65517273	ENSG00000074603	DPP8	1.0	2.36	0.67	0.27	Missense exp: 489.7, obs: 343, Z = 2.36, o/e = 0.70 (0.64 - 0.77)	Synonymous exp: 164.9, obs: 154, Z = 0.67, o/e = 0.93 (0.82 - 1.07)
chr15	65530462	65578349	ENSG00000074696	PTPLAD1	0.01	1.03	1.6	0.59	Missense exp: 193.3, obs: 153, Z = 1.03, o/e = 0.79 (0.69 - 0.91)	Synonymous exp: 67.7, obs: 51, Z = 1.60, o/e = 0.75 (0.60 - 0.95)
chr15	65579146	65611242	ENSG00000138614	VWA9	0.0	1.1	1.28	0.82	Missense exp: 253.1, obs: 204, Z = 1.10, o/e = 0.81 (0.72 - 0.91)	Synonymous exp: 99.2, obs: 83, Z = 1.28, o/e = 0.84 (0.70 - 1.00)
chr15	65621937	65656260	ENSG00000074621	SLC24A1	0.0	1.8	0.78	0.57	Missense exp: 594.7, obs: 471, Z = 1.80, o/e = 0.79 (0.73 - 0.85)	Synonymous exp: 225.9, obs: 211, Z = 0.78, o/e = 0.93 (0.83 - 1.05)
chr15	65659122	65792293	ENSG00000174485	DENND4A	1.0	3.67	2.45	0.28	Missense exp: 938.8, obs: 622, Z = 3.67, o/e = 0.66 (0.62 - 0.71)	Synonymous exp: 327.5, obs: 271, Z = 2.45, o/e = 0.83 (0.75 - 0.92)
chr15	65869490	65891989	ENSG00000103769	RAB11A	0.99	3.09	-0.36	0.21	Missense exp: 123.8, obs: 27, Z = 3.09, o/e = 0.22 (0.16 - 0.30)	Synonymous exp: 40.1, obs: 43, Z = -0.36, o/e = 1.07 (0.84 - 1.38)
chr15	65895078	66253747	ENSG00000157890	MEGF11	0.0	0.85	1.81	1.13	Missense exp: 587.2, obs: 529, Z = 0.85, o/e = 0.90 (0.84 - 0.97)	Synonymous exp: 236.4, obs: 201, Z = 1.81, o/e = 0.85 (0.76 - 0.96)
chr15	66293567	66333898	ENSG00000166938	DIS3L	0.0	0.93	1.78	0.92	Missense exp: 572.9, obs: 510, Z = 0.93, o/e = 0.89 (0.83 - 0.96)	Synonymous exp: 206.5, obs: 174, Z = 1.78, o/e = 0.84 (0.74 - 0.96)
chr15	66336190	66356685	ENSG00000075131	TIPIN	0.0	0.3	0.18	1.05	Missense exp: 150.3, obs: 140, Z = 0.30, o/e = 0.93 (0.81 - 1.07)	Synonymous exp: 55.7, obs: 54, Z = 0.18, o/e = 0.97 (0.78 - 1.22)
chr15	66386911	66491544	ENSG00000169032	MAP2K1	0.9	3.11	-0.65	0.38	Missense exp: 216.8, obs: 88, Z = 3.11, o/e = 0.41 (0.34 - 0.48)	Synonymous exp: 85.4, obs: 93, Z = -0.65, o/e = 1.09 (0.92 - 1.29)
chr15	66493467	66497762	ENSG00000174446	SNAPC5	0.0	-0.72	-1.12	1.89	Missense exp: 51.4, obs: 66, Z = -0.72, o/e = 1.28 (1.05 - 1.58)	Synonymous exp: 22.3, obs: 29, Z = -1.12, o/e = 1.30 (0.97 - 1.75)
chr15	66498014	66504855	ENSG00000174444	RPL4	1.0	1.27	-1.83	0.12	Missense exp: 265.3, obs: 207, Z = 1.27, o/e = 0.78 (0.70 - 0.88)	Synonymous exp: 82.8, obs: 104, Z = -1.83, o/e = 1.26 (1.07 - 1.48)
chr15	66505325	66550130	ENSG00000174442	ZWILCH	0.0	-0.39	-0.63	1.02	Missense exp: 298.2, obs: 317, Z = -0.39, o/e = 1.06 (0.97 - 1.17)	Synonymous exp: 102.0, obs: 110, Z = -0.63, o/e = 1.08 (0.92 - 1.26)
chr15	66547178	66565497	ENSG00000188501	LCTL	0.0	0.88	-0.26	1.23	Missense exp: 327.9, obs: 283, Z = 0.88, o/e = 0.86 (0.78 - 0.95)	Synonymous exp: 131.2, obs: 135, Z = -0.26, o/e = 1.03 (0.89 - 1.19)
chr15	66582189	66685794	ENSG00000259471	RP11-321F6.1	0.01	1.0	0.83	1.78	Missense exp: 39.7, obs: 22, Z = 1.00, o/e = 0.55 (0.40 - 0.79)	Synonymous exp: 12.8, obs: 9, Z = 0.83, o/e = 0.71 (0.42 - 1.23)
chr15	66702235	66782849	ENSG00000137834	SMAD6	0.0	-0.59	0.37	1.98	Missense exp: 224.1, obs: 249, Z = -0.59, o/e = 1.11 (1.00 - 1.23)	Synonymous exp: 113.0, obs: 108, Z = 0.37, o/e = 0.96 (0.82 - 1.12)
chr15	67065601	67195169	ENSG00000166949	SMAD3	0.8	3.48	-0.96	0.4	Missense exp: 252.6, obs: 97, Z = 3.48, o/e = 0.38 (0.33 - 0.46)	Synonymous exp: 106.4, obs: 119, Z = -0.96, o/e = 1.12 (0.96 - 1.30)
chr15	67142733	67146939	ENSG00000259202	RP11-342M21.2	-1.0	0.02	-0.88	0.38	Missense exp: 25.2, obs: 25, Z = 0.02, o/e = 0.99 (0.72 - 1.38)	Synonymous exp: 10.4, obs: 14, Z = -0.88, o/e = 1.35 (0.88 - 1.88)
chr15	67200666	67254661	ENSG00000103591	AAGAB	0.0	-0.88	-0.55	1.04	Missense exp: 165.3, obs: 197, Z = -0.88, o/e = 1.19 (1.06 - 1.34)	Synonymous exp: 60.6, obs: 66, Z = -0.55, o/e = 1.09 (0.89 - 1.34)
chr15	67254785	67501804	ENSG00000103599	IQCH	0.0	0.77	1.25	0.98	Missense exp: 556.2, obs: 505, Z = 0.77, o/e = 0.91 (0.84 - 0.98)	Synonymous exp: 209.0, obs: 186, Z = 1.25, o/e = 0.89 (0.79 - 1.00)
chr15	67521130	67530146	ENSG00000189227	C15orf61	0.09	-0.13	-0.28	1.32	Missense exp: 75.7, obs: 79, Z = -0.13, o/e = 1.04 (0.87 - 1.26)	Synonymous exp: 34.9, obs: 37, Z = -0.28, o/e = 1.06 (0.81 - 1.40)
chr15	67542702	67807114	ENSG00000137764	MAP2K5	0.0	2.02	0.05	0.51	Missense exp: 251.1, obs: 161, Z = 2.02, o/e = 0.64 (0.56 - 0.73)	Synonymous exp: 89.6, obs: 89, Z = 0.05, o/e = 0.99 (0.83 - 1.18)
chr15	67819703	67833836	ENSG00000188779	SKOR1	0.0	2.18	0.16	0.74	Missense exp: 478.4, obs: 344, Z = 2.18, o/e = 0.72 (0.66 - 0.79)	Synonymous exp: 202.8, obs: 200, Z = 0.16, o/e = 0.99 (0.88 - 1.11)
chr15	68054314	68193847	ENSG00000033800	PIAS1	1.0	2.72	-1.58	0.09	Missense exp: 347.8, obs: 205, Z = 2.72, o/e = 0.59 (0.53 - 0.66)	Synonymous exp: 133.7, obs: 157, Z = -1.58, o/e = 1.17 (1.03 - 1.34)
chr15	68190704	68205332	ENSG00000129007	CALML4	0.0	-0.7	0.58	1.55	Missense exp: 119.4, obs: 141, Z = -0.70, o/e = 1.18 (1.03 - 1.36)	Synonymous exp: 47.0, obs: 42, Z = 0.58, o/e = 0.89 (0.70 - 1.16)
chr15	68191129	68229718	ENSG00000260007	RP11-315D16.2	0.0	-0.63	-0.61	1.81	Missense exp: 44.3, obs: 56, Z = -0.63, o/e = 1.26 (1.02 - 1.58)	Synonymous exp: 16.8, obs: 20, Z = -0.61, o/e = 1.19 (0.83 - 1.70)
chr15	68206991	68229728	ENSG00000128973	CLN6	0.0	-0.01	-2.53	1.13	Missense exp: 175.7, obs: 176, Z = -0.01, o/e = 1.00 (0.89 - 1.14)	Synonymous exp: 74.3, obs: 102, Z = -2.53, o/e = 1.37 (1.17 - 1.62)
chr15	68277744	68295862	ENSG00000169018	FEM1B	0.35	3.62	-0.41	0.52	Missense exp: 350.7, obs: 160, Z = 3.62, o/e = 0.46 (0.40 - 0.52)	Synonymous exp: 133.0, obs: 139, Z = -0.41, o/e = 1.05 (0.91 - 1.20)
chr15	68296531	68432163	ENSG00000137809	ITGA11	0.0	0.81	-0.63	0.55	Missense exp: 711.5, obs: 651, Z = 0.81, o/e = 0.91 (0.86 - 0.98)	Synonymous exp: 301.1, obs: 315, Z = -0.63, o/e = 1.05 (0.95 - 1.15)
chr15	68778534	68820895	ENSG00000140350	ANP32A	0.99	2.53	0.04	0.22	Missense exp: 137.4, obs: 54, Z = 2.53, o/e = 0.39 (0.32 - 0.49)	Synonymous exp: 60.4, obs: 60, Z = 0.04, o/e = 0.99 (0.81 - 1.23)
chr15	68930524	68946811	ENSG00000258484	SPESP1	0.39	0.19	0.61	1.72	Missense exp: 183.1, obs: 176, Z = 0.19, o/e = 0.96 (0.85 - 1.09)	Synonymous exp: 70.6, obs: 64, Z = 0.61, o/e = 0.91 (0.74 - 1.12)
chr15	69014694	69062762	ENSG00000255346	NOX5	0.0	0.84	0.4	1.43	Missense exp: 456.4, obs: 406, Z = 0.84, o/e = 0.89 (0.82 - 0.97)	Synonymous exp: 188.9, obs: 182, Z = 0.40, o/e = 0.96 (0.85 - 1.09)
chr15	69160634	69272207	ENSG00000138604	GLCE	0.65	1.71	0.71	0.44	Missense exp: 329.4, obs: 242, Z = 1.71, o/e = 0.73 (0.66 - 0.82)	Synonymous exp: 119.9, obs: 110, Z = 0.71, o/e = 0.92 (0.79 - 1.07)
chr15	69359949	69407641	ENSG00000137819	PAQR5	0.04	0.77	0.3	0.7	Missense exp: 191.0, obs: 161, Z = 0.77, o/e = 0.84 (0.74 - 0.96)	Synonymous exp: 75.4, obs: 72, Z = 0.30, o/e = 0.96 (0.79 - 1.16)
chr15	69414245	69448427	ENSG00000137807	KIF23	1.0	2.08	1.26	0.15	Missense exp: 528.9, obs: 394, Z = 2.08, o/e = 0.74 (0.69 - 0.81)	Synonymous exp: 175.3, obs: 154, Z = 1.26, o/e = 0.88 (0.77 - 1.00)
chr15	69452817	69456205	ENSG00000137818	RPLP1	0.37	0.11	-0.66	1.0	Missense exp: 60.4, obs: 58, Z = 0.11, o/e = 0.96 (0.78 - 1.20)	Synonymous exp: 23.0, obs: 27, Z = -0.66, o/e = 1.17 (0.86 - 1.61)
chr15	70047789	70098176	ENSG00000140332	TLE3	1.0	3.72	-1.08	0.07	Missense exp: 474.0, obs: 246, Z = 3.72, o/e = 0.52 (0.47 - 0.58)	Synonymous exp: 205.3, obs: 225, Z = -1.08, o/e = 1.10 (0.98 - 1.22)
chr15	70654553	70763558	ENSG00000137831	UACA	0.0	0.47	-0.14	0.97	Missense exp: 675.5, obs: 641, Z = 0.47, o/e = 0.95 (0.89 - 1.01)	Synonymous exp: 252.2, obs: 255, Z = -0.14, o/e = 1.01 (0.91 - 1.12)
chr15	70829129	70854157	ENSG00000166173	LARP6	0.67	1.51	-0.3	0.51	Missense exp: 266.4, obs: 197, Z = 1.51, o/e = 0.74 (0.66 - 0.83)	Synonymous exp: 111.0, obs: 115, Z = -0.30, o/e = 1.04 (0.89 - 1.21)
chr15	70881341	70892433	ENSG00000129028	THAP10	0.05	0.48	-0.58	1.12	Missense exp: 148.5, obs: 132, Z = 0.48, o/e = 0.89 (0.77 - 1.03)	Synonymous exp: 58.3, obs: 64, Z = -0.58, o/e = 1.10 (0.90 - 1.35)
chr15	70892625	71049853	ENSG00000137821	LRRC49	0.0	1.16	-0.08	0.63	Missense exp: 367.4, obs: 305, Z = 1.16, o/e = 0.83 (0.76 - 0.91)	Synonymous exp: 130.8, obs: 132, Z = -0.08, o/e = 1.01 (0.88 - 1.17)
chr15	71096951	71783383	ENSG00000187720	THSD4	0.0	0.4	0.21	0.57	Missense exp: 598.5, obs: 571, Z = 0.40, o/e = 0.95 (0.89 - 1.02)	Synonymous exp: 240.2, obs: 236, Z = 0.21, o/e = 0.98 (0.88 - 1.09)
chr15	71822290	72118150	ENSG00000066933	MYO9A	0.49	1.74	-0.23	0.3	Missense exp: 1334.9, obs: 1156, Z = 1.74, o/e = 0.87 (0.82 - 0.91)	Synonymous exp: 459.7, obs: 466, Z = -0.23, o/e = 1.01 (0.94 - 1.09)
chr15	72159805	72197787	ENSG00000175318	GRAMD2	0.0	0.96	1.41	1.36	Missense exp: 185.8, obs: 149, Z = 0.96, o/e = 0.80 (0.70 - 0.92)	Synonymous exp: 70.0, obs: 55, Z = 1.41, o/e = 0.79 (0.63 - 0.98)
chr15	72199028	72231386	ENSG00000067225	PKM	0.85	2.09	-0.61	0.38	Missense exp: 327.5, obs: 221, Z = 2.09, o/e = 0.67 (0.60 - 0.75)	Synonymous exp: 115.7, obs: 124, Z = -0.61, o/e = 1.07 (0.93 - 1.24)
chr15	72241180	72272554	ENSG00000137817	PARP6	1.0	3.18	0.87	0.19	Missense exp: 355.5, obs: 187, Z = 3.18, o/e = 0.53 (0.47 - 0.59)	Synonymous exp: 129.7, obs: 117, Z = 0.87, o/e = 0.90 (0.78 - 1.05)
chr15	72284726	72320157	ENSG00000140488	CELF6	0.0	2.56	2.32	0.65	Missense exp: 284.4, obs: 163, Z = 2.56, o/e = 0.57 (0.50 - 0.65)	Synonymous exp: 127.3, obs: 94, Z = 2.32, o/e = 0.74 (0.62 - 0.88)
chr15	72340923	72376014	ENSG00000213614	HEXA	0.0	-0.41	0.32	0.97	Missense exp: 277.8, obs: 297, Z = -0.41, o/e = 1.07 (0.97 - 1.18)	Synonymous exp: 107.3, obs: 103, Z = 0.32, o/e = 0.96 (0.82 - 1.13)
chr15	72398304	72408367	ENSG00000187806	TMEM202	0.0	0.23	0.66	1.51	Missense exp: 147.8, obs: 140, Z = 0.23, o/e = 0.95 (0.82 - 1.09)	Synonymous exp: 56.3, obs: 50, Z = 0.66, o/e = 0.89 (0.71 - 1.12)
chr15	72474329	72602987	ENSG00000166233	ARIH1	1.0	4.59	0.31	0.17	Missense exp: 296.5, obs: 74, Z = 4.59, o/e = 0.25 (0.21 - 0.30)	Synonymous exp: 100.9, obs: 97, Z = 0.31, o/e = 0.96 (0.81 - 1.14)
chr15	72654696	72669599	ENSG00000215186	GOLGA6B	0.0	-0.6	-0.74	1.7	Missense exp: 159.7, obs: 181, Z = -0.60, o/e = 1.13 (1.00 - 1.28)	Synonymous exp: 67.3, obs: 75, Z = -0.74, o/e = 1.11 (0.92 - 1.35)
chr15	72675797	72686182	ENSG00000175202	HIGD2B	-1.0	0.22	0.01	0.34	Missense exp: 69.2, obs: 64, Z = 0.22, o/e = 0.93 (0.76 - 1.14)	Synonymous exp: 32.0, obs: 32, Z = 0.01, o/e = 1.00 (0.75 - 1.34)
chr15	72686206	72738473	ENSG00000140463	BBS4	0.0	-0.96	-1.25	1.18	Missense exp: 257.8, obs: 301, Z = -0.96, o/e = 1.17 (1.06 - 1.28)	Synonymous exp: 96.4, obs: 112, Z = -1.25, o/e = 1.16 (1.00 - 1.36)
chr15	72751368	72783785	ENSG00000159322	ADPGK	0.01	1.02	-0.02	0.71	Missense exp: 256.8, obs: 211, Z = 1.02, o/e = 0.82 (0.73 - 0.92)	Synonymous exp: 105.8, obs: 106, Z = -0.02, o/e = 1.00 (0.85 - 1.18)
chr15	73051709	73305205	ENSG00000067141	NEO1	0.24	1.63	0.85	0.35	Missense exp: 803.2, obs: 673, Z = 1.63, o/e = 0.84 (0.79 - 0.89)	Synonymous exp: 293.5, obs: 275, Z = 0.85, o/e = 0.94 (0.85 - 1.03)
chr15	73319858	73368958	ENSG00000138622	HCN4	1.0	2.75	0.63	0.24	Missense exp: 679.5, obs: 478, Z = 2.75, o/e = 0.70 (0.65 - 0.76)	Synonymous exp: 310.1, obs: 296, Z = 0.63, o/e = 0.95 (0.87 - 1.05)
chr15	73443163	73560013	ENSG00000183324	C15orf60	0.0	0.31	-0.11	1.11	Missense exp: 146.6, obs: 136, Z = 0.31, o/e = 0.93 (0.81 - 1.07)	Synonymous exp: 59.9, obs: 61, Z = -0.11, o/e = 1.02 (0.83 - 1.26)
chr15	73560013	73633389	ENSG00000156642	NPTN	0.99	2.68	1.3	0.25	Missense exp: 243.6, obs: 126, Z = 2.68, o/e = 0.52 (0.45 - 0.60)	Synonymous exp: 97.4, obs: 81, Z = 1.30, o/e = 0.83 (0.69 - 1.00)
chr15	73684382	73714514	ENSG00000103855	CD276	0.0	0.05	-1.79	1.15	Missense exp: 344.5, obs: 342, Z = 0.05, o/e = 0.99 (0.91 - 1.09)	Synonymous exp: 156.5, obs: 185, Z = -1.79, o/e = 1.18 (1.05 - 1.33)
chr15	73735457	73753351	ENSG00000205363	C15orf59	0.11	0.83	-0.3	0.84	Missense exp: 195.5, obs: 163, Z = 0.83, o/e = 0.83 (0.73 - 0.95)	Synonymous exp: 83.5, obs: 87, Z = -0.30, o/e = 1.04 (0.88 - 1.25)
chr15	73873563	73889214	ENSG00000167139	TBC1D21	0.0	0.49	0.46	1.06	Missense exp: 194.1, obs: 175, Z = 0.49, o/e = 0.90 (0.80 - 1.02)	Synonymous exp: 76.1, obs: 71, Z = 0.46, o/e = 0.93 (0.77 - 1.14)
chr15	73926461	73952136	ENSG00000129038	LOXL1	0.89	1.12	1.93	0.38	Missense exp: 268.9, obs: 217, Z = 1.12, o/e = 0.81 (0.72 - 0.90)	Synonymous exp: 118.7, obs: 92, Z = 1.93, o/e = 0.77 (0.65 - 0.92)
chr15	73983217	73992348	ENSG00000067221	STOML1	0.0	1.43	1.24	1.57	Missense exp: 235.9, obs: 174, Z = 1.43, o/e = 0.74 (0.65 - 0.84)	Synonymous exp: 105.2, obs: 89, Z = 1.24, o/e = 0.85 (0.71 - 1.01)
chr15	73994715	74047827	ENSG00000140464	PML	0.21	1.74	1.19	0.43	Missense exp: 579.9, obs: 462, Z = 1.74, o/e = 0.80 (0.74 - 0.86)	Synonymous exp: 255.3, obs: 231, Z = 1.19, o/e = 0.90 (0.81 - 1.01)
chr15	74069856	74082550	ENSG00000159289	GOLGA6A	0.0	-0.29	0.9	1.5	Missense exp: 99.7, obs: 108, Z = -0.29, o/e = 1.08 (0.93 - 1.27)	Synonymous exp: 38.1, obs: 31, Z = 0.90, o/e = 0.81 (0.61 - 1.10)
chr15	74126372	74129278	ENSG00000248540	RP11-247C2.2	0.0	0.59	-0.24	1.94	Missense exp: 59.9, obs: 47, Z = 0.59, o/e = 0.78 (0.62 - 1.00)	Synonymous exp: 23.5, obs: 25, Z = -0.24, o/e = 1.06 (0.77 - 1.49)
chr15	74129373	74136802	ENSG00000167178	ISLR2	0.11	2.23	-0.38	0.58	Missense exp: 465.7, obs: 330, Z = 2.23, o/e = 0.71 (0.65 - 0.78)	Synonymous exp: 231.7, obs: 239, Z = -0.38, o/e = 1.03 (0.93 - 1.15)
chr15	74173709	74176871	ENSG00000129009	ISLR	0.02	0.93	-0.33	1.04	Missense exp: 279.6, obs: 236, Z = 0.93, o/e = 0.84 (0.76 - 0.94)	Synonymous exp: 131.2, obs: 136, Z = -0.33, o/e = 1.04 (0.90 - 1.20)
chr15	74179974	74202858	ENSG00000137868	STRA6	0.0	0.6	-1.19	0.82	Missense exp: 388.2, obs: 355, Z = 0.60, o/e = 0.91 (0.84 - 1.00)	Synonymous exp: 171.1, obs: 191, Z = -1.19, o/e = 1.12 (0.99 - 1.26)
chr15	74236325	74336141	ENSG00000140481	CCDC33	0.0	-0.01	-0.02	1.1	Missense exp: 427.7, obs: 428, Z = -0.01, o/e = 1.00 (0.92 - 1.08)	Synonymous exp: 175.6, obs: 176, Z = -0.02, o/e = 1.00 (0.89 - 1.14)
chr15	74337761	74367646	ENSG00000140459	CYP11A1	0.0	0.77	0.63	0.88	Missense exp: 315.4, obs: 277, Z = 0.77, o/e = 0.88 (0.80 - 0.97)	Synonymous exp: 127.1, obs: 118, Z = 0.63, o/e = 0.93 (0.80 - 1.08)
chr15	74409288	74433958	ENSG00000138623	SEMA7A	0.18	1.84	-0.69	0.44	Missense exp: 399.4, obs: 296, Z = 1.84, o/e = 0.74 (0.67 - 0.82)	Synonymous exp: 165.7, obs: 177, Z = -0.69, o/e = 1.07 (0.94 - 1.21)
chr15	74445976	74461102	ENSG00000138629	UBL7	0.0	1.29	0.54	0.77	Missense exp: 219.6, obs: 166, Z = 1.29, o/e = 0.76 (0.67 - 0.86)	Synonymous exp: 86.3, obs: 80, Z = 0.54, o/e = 0.93 (0.77 - 1.12)
chr15	74541219	74598131	ENSG00000179361	ARID3B	0.38	1.27	-0.63	0.47	Missense exp: 332.3, obs: 267, Z = 1.27, o/e = 0.80 (0.73 - 0.89)	Synonymous exp: 132.8, obs: 142, Z = -0.63, o/e = 1.07 (0.93 - 1.23)
chr15	74615835	74630201	ENSG00000179335	CLK3	0.23	2.03	0.13	0.43	Missense exp: 332.3, obs: 228, Z = 2.03, o/e = 0.69 (0.61 - 0.77)	Synonymous exp: 119.8, obs: 118, Z = 0.13, o/e = 0.99 (0.85 - 1.15)
chr15	74630557	74696024	ENSG00000179151	EDC3	0.03	2.05	0.95	0.65	Missense exp: 289.0, obs: 191, Z = 2.05, o/e = 0.66 (0.59 - 0.74)	Synonymous exp: 113.9, obs: 101, Z = 0.95, o/e = 0.89 (0.75 - 1.05)
chr15	74719541	74725528	ENSG00000140465	CYP1A1	0.0	-0.36	-0.07	1.78	Missense exp: 304.4, obs: 322, Z = -0.36, o/e = 1.06 (0.96 - 1.16)	Synonymous exp: 122.0, obs: 123, Z = -0.07, o/e = 1.01 (0.87 - 1.17)
chr15	74748844	74756607	ENSG00000140505	CYP1A2	0.0	-0.42	-0.61	1.34	Missense exp: 317.1, obs: 338, Z = -0.42, o/e = 1.07 (0.97 - 1.17)	Synonymous exp: 136.0, obs: 145, Z = -0.61, o/e = 1.07 (0.93 - 1.22)
chr15	74782079	74803197	ENSG00000103653	CSK	1.0	3.98	0.17	0.17	Missense exp: 295.4, obs: 103, Z = 3.98, o/e = 0.35 (0.30 - 0.41)	Synonymous exp: 126.4, obs: 124, Z = 0.17, o/e = 0.98 (0.85 - 1.14)
chr15	74812834	74825754	ENSG00000140506	LMAN1L	0.0	0.97	0.67	1.19	Missense exp: 306.9, obs: 259, Z = 0.97, o/e = 0.84 (0.76 - 0.94)	Synonymous exp: 126.6, obs: 117, Z = 0.67, o/e = 0.92 (0.79 - 1.08)
chr15	74826626	74831802	ENSG00000213578	CPLX3	0.24	0.51	0.31	0.85	Missense exp: 95.1, obs: 81, Z = 0.51, o/e = 0.85 (0.71 - 1.02)	Synonymous exp: 37.4, obs: 35, Z = 0.31, o/e = 0.94 (0.71 - 1.24)
chr15	74836117	74843156	ENSG00000140474	ULK3	0.0	1.24	1.22	0.58	Missense exp: 272.5, obs: 215, Z = 1.24, o/e = 0.79 (0.70 - 0.88)	Synonymous exp: 112.4, obs: 96, Z = 1.22, o/e = 0.85 (0.72 - 1.01)
chr15	74843729	74873365	ENSG00000140497	SCAMP2	0.16	1.3	0.19	0.55	Missense exp: 178.8, obs: 130, Z = 1.30, o/e = 0.73 (0.63 - 0.84)	Synonymous exp: 75.0, obs: 73, Z = 0.19, o/e = 0.97 (0.80 - 1.18)
chr15	74890041	74902219	ENSG00000178802	MPI	0.0	0.15	0.9	1.17	Missense exp: 225.5, obs: 219, Z = 0.15, o/e = 0.97 (0.87 - 1.09)	Synonymous exp: 93.1, obs: 82, Z = 0.90, o/e = 0.88 (0.74 - 1.06)
chr15	74899991	74906851	ENSG00000178761	FAM219B	0.0	-0.06	1.84	1.68	Missense exp: 94.4, obs: 96, Z = -0.06, o/e = 1.02 (0.86 - 1.21)	Synonymous exp: 42.2, obs: 27, Z = 1.84, o/e = 0.64 (0.47 - 0.88)
